"","iso3c","Country","year","km2"
"641","KEN","Kenya",2040,1321.279781
"642","KEN","Kenya",2050,1659.099923
"643","KGZ","Kyrgyz Republic",2000,634.0675073
"644","KGZ","Kyrgyz Republic",2010,750.8469879
"645","KGZ","Kyrgyz Republic",2020,912.8984745
"646","KGZ","Kyrgyz Republic",2030,1098.949639
"647","KGZ","Kyrgyz Republic",2040,1290.256941
"648","KGZ","Kyrgyz Republic",2050,1480.238508
"649","KHM","Cambodia",2000,172.6849277
"650","KHM","Cambodia",2010,235.6022848
"651","KHM","Cambodia",2020,312.4539999
"652","KHM","Cambodia",2030,405.9358414
"653","KHM","Cambodia",2040,517.0701931
"654","KHM","Cambodia",2050,643.6156922
"655","KIR","Kiribati",2000,0.023094818
"656","KIR","Kiribati",2010,0.027878239
"657","KIR","Kiribati",2020,0.035069001
"658","KIR","Kiribati",2030,0.044958518
"659","KIR","Kiribati",2040,0.058373813
"660","KIR","Kiribati",2050,0.075870965
"661","KNA","Saint Kitts and Nevis",2000,7.092909397
"662","KNA","Saint Kitts and Nevis",2010,9.129348397
"663","KNA","Saint Kitts and Nevis",2020,11.69357769
"664","KNA","Saint Kitts and Nevis",2030,15.03148855
"665","KNA","Saint Kitts and Nevis",2040,19.41838737
"666","KNA","Saint Kitts and Nevis",2050,25.10210938
"667","KOR","Korea",2000,2911.342065
"668","KOR","Korea",2010,3272.760988
"669","KOR","Korea",2020,3615.70148
"670","KOR","Korea",2030,3982.780529
"671","KOR","Korea",2040,4385.463967
"672","KOR","Korea",2050,4823.780036
"673","KWT","Kuwait",2000,367.6071099
"674","KWT","Kuwait",2010,391.9328295
"675","KWT","Kuwait",2020,419.0200982
"676","KWT","Kuwait",2030,448.5873115
"677","KWT","Kuwait",2040,481.3568961
"678","KWT","Kuwait",2050,518.5383019
"679","LAO","Lao People's Democratic Republic",2000,212.315711
"680","LAO","Lao People's Democratic Republic",2010,299.9098222
"681","LAO","Lao People's Democratic Republic",2020,391.7161339
"682","LAO","Lao People's Democratic Republic",2030,487.2545332
"683","LAO","Lao People's Democratic Republic",2040,582.8814719
"684","LAO","Lao People's Democratic Republic",2050,672.9322259
"685","LBN","Lebanon",2000,468.6004616
"686","LBN","Lebanon",2010,516.8029175
"687","LBN","Lebanon",2020,566.1595684
"688","LBN","Lebanon",2030,617.6547525
"689","LBN","Lebanon",2040,673.8904765
"690","LBN","Lebanon",2050,735.7890256
"691","LBR","Liberia",2000,706.5262146
"692","LBR","Liberia",2010,877.975366
"693","LBR","Liberia",2020,1058.925221
"694","LBR","Liberia",2030,1244.873787
"695","LBR","Liberia",2040,1407.420481
"696","LBR","Liberia",2050,1573.64656
"697","LBY","Libyan Arab Jamahiriya",2000,1050.359183
"698","LBY","Libyan Arab Jamahiriya",2010,1171.076749
"699","LBY","Libyan Arab Jamahiriya",2020,1296.807115
"700","LBY","Libyan Arab Jamahiriya",2030,1432.160525
"701","LBY","Libyan Arab Jamahiriya",2040,1579.299876
"702","LBY","Libyan Arab Jamahiriya",2050,1740.166883
"703","LCA","Saint Lucia",2000,10.81696709
"704","LCA","Saint Lucia",2010,13.48984607
"705","LCA","Saint Lucia",2020,17.44815927
"706","LCA","Saint Lucia",2030,22.0873245
"707","LCA","Saint Lucia",2040,27.02330739
"708","LCA","Saint Lucia",2050,31.97369738
"709","LIE","Liechtenstein",2000,17.66576734
"710","LIE","Liechtenstein",2010,22.69043527
"711","LIE","Liechtenstein",2020,28.90103509
"712","LIE","Liechtenstein",2030,36.9918015
"713","LIE","Liechtenstein",2040,47.51449312
"714","LIE","Liechtenstein",2050,61.29714922
"715","LKA","Sri Lanka",2000,930.8016203
"716","LKA","Sri Lanka",2010,1119.897566
"717","LKA","Sri Lanka",2020,1460.11958
"718","LKA","Sri Lanka",2030,1931.480696
"719","LKA","Sri Lanka",2040,2529.984149
"720","LKA","Sri Lanka",2050,3250.781383
"721","LSO","Lesotho",2000,131.4564768
"722","LSO","Lesotho",2010,199.0453827
"723","LSO","Lesotho",2020,280.454813
"724","LSO","Lesotho",2030,365.5834108
"725","LSO","Lesotho",2040,450.44241
"726","LSO","Lesotho",2050,530.058527
"727","LTU","Lithuania",2000,344.1101605
"728","LTU","Lithuania",2010,383.3879063
"729","LTU","Lithuania",2020,433.3427534
"730","LTU","Lithuania",2030,490.8939012
"731","LTU","Lithuania",2040,554.0653813
"732","LTU","Lithuania",2050,623.2091852
"733","LUX","Luxembourg",2000,81.35428018
"734","LUX","Luxembourg",2010,90.67589733
"735","LUX","Luxembourg",2020,100.2873885
"736","LUX","Luxembourg",2030,110.419012
"737","LUX","Luxembourg",2040,121.2435806
"738","LUX","Luxembourg",2050,132.8160589
"739","LVA","Latvia",2000,176.940357
"740","LVA","Latvia",2010,197.3816149
"741","LVA","Latvia",2020,222.6464472
"742","LVA","Latvia",2030,251.4079237
"743","LVA","Latvia",2040,283.3161564
"744","LVA","Latvia",2050,318.4069264
"745","MAC","Macao",2000,11.69221438
"746","MAC","Macao",2010,12.16284755
"747","MAC","Macao",2020,13.02687187
"748","MAC","Macao",2030,14.05595889
"749","MAC","Macao",2040,15.19478906
"750","MAC","Macao",2050,16.44858474
"751","MAR","Morocco (includes Western Sahara)",2000,2188.053896
"752","MAR","Morocco (includes Western Sahara)",2010,2557.940723
"753","MAR","Morocco (includes Western Sahara)",2020,2942.95139
"754","MAR","Morocco (includes Western Sahara)",2030,3334.873932
"755","MAR","Morocco (includes Western Sahara)",2040,3752.606954
"756","MAR","Morocco (includes Western Sahara)",2050,4207.265887
"757","MCO","Monaco",2000,3.968474545
"758","MCO","Monaco",2010,4.224914098
"759","MCO","Monaco",2020,4.470269158
"760","MCO","Monaco",2030,4.752653302
"761","MCO","Monaco",2040,5.087721147
"762","MCO","Monaco",2050,5.462358364
"763","MDA","Republic of Moldova",2000,1367.462932
"764","MDA","Republic of Moldova",2010,1493.40871
"765","MDA","Republic of Moldova",2020,1662.414981
"766","MDA","Republic of Moldova",2030,1830.29005
"767","MDA","Republic of Moldova",2040,2093.443709
"768","MDA","Republic of Moldova",2050,2398.638031
"769","MDG","Madagascar",2000,210.6021753
"770","MDG","Madagascar",2010,272.9143042
"771","MDG","Madagascar",2020,360.7556198
"772","MDG","Madagascar",2030,463.5739676
"773","MDG","Madagascar",2040,573.9216349
"774","MDG","Madagascar",2050,684.5457758
"775","MDV","Maldives",2000,0.117156702
"776","MDV","Maldives",2010,0.148776992
"777","MDV","Maldives",2020,0.186256213
"778","MDV","Maldives",2030,0.224966641
"779","MDV","Maldives",2040,0.261554711
"780","MDV","Maldives",2050,0.301203907
"781","MEX","Mexico",2000,11136.10942
"782","MEX","Mexico",2010,12696.13237
"783","MEX","Mexico",2020,14184.8629
"784","MEX","Mexico",2030,15737.58902
"785","MEX","Mexico",2040,17393.10759
"786","MEX","Mexico",2050,19160.62091
"787","MHL","Marshall Islands",2000,0.000761678
"788","MHL","Marshall Islands",2010,0.000881467
"789","MHL","Marshall Islands",2020,0.000946049
"790","MHL","Marshall Islands",2030,0.0010099
"791","MHL","Marshall Islands",2040,0.001081268
"792","MHL","Marshall Islands",2050,0.001163144
"793","MKD","Macedonia",2000,323.6285326
"794","MKD","Macedonia",2010,369.2713212
"795","MKD","Macedonia",2020,425.0963437
"796","MKD","Macedonia",2030,483.8074039
"797","MKD","Macedonia",2040,546.3908904
"798","MKD","Macedonia",2050,614.4680191
"799","MLI","Mali",2000,339.0402862
"800","MLI","Mali",2010,461.5462744
"801","MLI","Mali",2020,627.285262
"802","MLI","Mali",2030,806.1023268
"803","MLI","Mali",2040,988.9225277
"804","MLI","Mali",2050,1165.429713
"805","MLT","Malta",2000,72.04401359
"806","MLT","Malta",2010,79.48436157
"807","MLT","Malta",2020,86.69526202
"808","MLT","Malta",2030,93.94543619
"809","MLT","Malta",2040,101.6030273
"810","MLT","Malta",2050,109.9737784
"811","MMR","Myanmar",2000,1253.644967
"812","MMR","Myanmar",2010,1607.856179
"813","MMR","Myanmar",2020,1996.968996
"814","MMR","Myanmar",2030,2436.562301
"815","MMR","Myanmar",2040,2908.091294
"816","MMR","Myanmar",2050,3380.299037
"817","MNG","Mongolia",2000,119.6501695
"818","MNG","Mongolia",2010,135.6377214
"819","MNG","Mongolia",2020,149.4267426
"820","MNG","Mongolia",2030,166.4302264
"821","MNG","Mongolia",2040,185.8653347
"822","MNG","Mongolia",2050,207.554662
"823","MNP","Northern Mariana Islands",2000,2.912231137
"824","MNP","Northern Mariana Islands",2010,3.192339725
"825","MNP","Northern Mariana Islands",2020,3.400085401
"826","MNP","Northern Mariana Islands",2030,3.630953688
"827","MNP","Northern Mariana Islands",2040,3.906806661
"828","MNP","Northern Mariana Islands",2050,4.220044138
"829","MOZ","Mozambique",2000,875.2796428
"830","MOZ","Mozambique",2010,1227.559488
"831","MOZ","Mozambique",2020,1596.477115
"832","MOZ","Mozambique",2030,1970.912686
"833","MOZ","Mozambique",2040,2339.549668
"834","MOZ","Mozambique",2050,2687.965278
"835","MRT","Mauritania",2000,174.3658297
"836","MRT","Mauritania",2010,209.4117709
"837","MRT","Mauritania",2020,258.4079928
"838","MRT","Mauritania",2030,313.6911603
"839","MRT","Mauritania",2040,369.9570591
"840","MRT","Mauritania",2050,425.2268392
"841","MSR","Montserrat",2000,1.328436092
"842","MSR","Montserrat",2010,2.036348743
"843","MSR","Montserrat",2020,2.745146583
"844","MSR","Montserrat",2030,3.52233767
"845","MSR","Montserrat",2040,4.62038058
"846","MSR","Montserrat",2050,5.971255539
"847","MTQ","Martinique",2000,34.85267069
"848","MTQ","Martinique",2010,38.77401076
"849","MTQ","Martinique",2020,42.08457488
"850","MTQ","Martinique",2030,45.54292648
"851","MTQ","Martinique",2040,49.40820685
"852","MTQ","Martinique",2050,53.67350094
"853","MUS","Mauritius",2000,120.3129669
"854","MUS","Mauritius",2010,132.6938706
"855","MUS","Mauritius",2020,154.998926
"856","MUS","Mauritius",2030,180.0159623
"857","MUS","Mauritius",2040,205.680756
"858","MUS","Mauritius",2050,237.3169767
"859","MWI","Malawi",2000,732.92296
"860","MWI","Malawi",2010,1147.001578
"861","MWI","Malawi",2020,1761.149512
"862","MWI","Malawi",2030,2639.734804
"863","MWI","Malawi",2040,3802.748066
"864","MWI","Malawi",2050,5000.607102
"865","MYS","Malaysia",2000,4433.976299
"866","MYS","Malaysia",2010,5158.556106
"867","MYS","Malaysia",2020,5796.732624
"868","MYS","Malaysia",2030,6459.959451
"869","MYS","Malaysia",2040,7174.336664
"870","MYS","Malaysia",2050,7948.866392
"871","MYT","Mayotte",2000,7.753458899
"872","MYT","Mayotte",2010,9.060640888
"873","MYT","Mayotte",2020,10.68058631
"874","MYT","Mayotte",2030,12.25219379
"875","MYT","Mayotte",2040,13.96368897
"876","MYT","Mayotte",2050,15.85600091
"877","NAM","Namibia",2000,443.0323192
"878","NAM","Namibia",2010,619.0611439
"879","NAM","Namibia",2020,808.1404727
"880","NAM","Namibia",2030,1003.413473
"881","NAM","Namibia",2040,1200.639961
"882","NAM","Namibia",2050,1393.790522
"883","NCL","New Caledonia",2000,11.66981783
"884","NCL","New Caledonia",2010,13.07468005
"885","NCL","New Caledonia",2020,14.9985936
"886","NCL","New Caledonia",2030,17.15160903
"887","NCL","New Caledonia",2040,19.50673724
"888","NCL","New Caledonia",2050,22.07914855
"889","NER","Niger",2000,335.4082531
"890","NER","Niger",2010,528.2250102
"891","NER","Niger",2020,823.9497167
"892","NER","Niger",2030,1250.821466
"893","NER","Niger",2040,1823.211169
"894","NER","Niger",2050,2465.346941
"895","NFK","Norfolk Island",2000,0.003234627
"896","NFK","Norfolk Island",2010,0.00384722
"897","NFK","Norfolk Island",2020,0.00474851
"898","NFK","Norfolk Island",2030,0.005967625
"899","NFK","Norfolk Island",2040,0.00758642
"900","NFK","Norfolk Island",2050,0.00970452
"901","NGA","Nigeria",2000,6980.755808
"902","NGA","Nigeria",2010,8906.76473
"903","NGA","Nigeria",2020,10898.80517
"904","NGA","Nigeria",2030,12579.00878
"905","NGA","Nigeria",2040,14277.24923
"906","NGA","Nigeria",2050,16052.68096
"907","NIC","Nicaragua",2000,213.1508811
"908","NIC","Nicaragua",2010,255.4567587
"909","NIC","Nicaragua",2020,296.6540866
"910","NIC","Nicaragua",2030,337.3052259
"911","NIC","Nicaragua",2040,379.7223732
"912","NIC","Nicaragua",2050,425.4954853
"913","NIU","Niue",2000,0
"914","NIU","Niue",2010,0
"915","NIU","Niue",2020,0
"916","NIU","Niue",2030,0
"917","NIU","Niue",2040,0
"918","NIU","Niue",2050,0
"919","NLD","Netherlands",2000,3677.462254
"920","NLD","Netherlands",2010,4201.149267
"921","NLD","Netherlands",2020,4688.874845
"922","NLD","Netherlands",2030,5195.499259
"923","NLD","Netherlands",2040,5731.454549
"924","NLD","Netherlands",2050,6298.819771
"925","NOR","Norway",2000,1430.641467
"926","NOR","Norway",2010,1612.912732
"927","NOR","Norway",2020,1802.194532
"928","NOR","Norway",2030,2003.893413
"929","NOR","Norway",2040,2218.186971
"930","NOR","Norway",2050,2446.403538
"931","NPL","Nepal",2000,314.5333899
"932","NPL","Nepal",2010,429.680174
"933","NPL","Nepal",2020,591.4234005
"934","NPL","Nepal",2030,791.5206159
"935","NPL","Nepal",2040,1028.878801
"936","NPL","Nepal",2050,1296.595572
"937","NRU","Nauru",2000,0.071701372
"938","NRU","Nauru",2010,0.076452432
"939","NRU","Nauru",2020,0.08122508
"940","NRU","Nauru",2030,0.086409413
"941","NRU","Nauru",2040,0.092804927
"942","NRU","Nauru",2050,0.100035364
"943","NZL","New Zealand",2000,1183.3284
"944","NZL","New Zealand",2010,1306.279044
"945","NZL","New Zealand",2020,1439.590891
"946","NZL","New Zealand",2030,1583.121596
"947","NZL","New Zealand",2040,1735.973927
"948","NZL","New Zealand",2050,1897.917317
"949","OMN","Oman",2000,195.5504987
"950","OMN","Oman",2010,218.090826
"951","OMN","Oman",2020,243.8041003
"952","OMN","Oman",2030,271.8629795
"953","OMN","Oman",2040,302.1687777
"954","OMN","Oman",2050,335.1635509
"955","PAK","Pakistan",2000,2716.4964
"956","PAK","Pakistan",2010,3380.745189
"957","PAK","Pakistan",2020,4276.147305
"958","PAK","Pakistan",2030,5295.646991
"959","PAK","Pakistan",2040,6360.897364
"960","PAK","Pakistan",2050,7414.809378
"961","PAN","Panama",2000,216.7876641
"962","PAN","Panama",2010,254.7941891
"963","PAN","Panama",2020,283.2761194
"964","PAN","Panama",2030,313.464865
"965","PAN","Panama",2040,346.4915939
"966","PAN","Panama",2050,382.2928836
"967","PCN","Pitcairn",2000,0
"968","PCN","Pitcairn",2010,0
"969","PCN","Pitcairn",2020,0
"970","PCN","Pitcairn",2030,0
"971","PCN","Pitcairn",2040,0
"972","PCN","Pitcairn",2050,0
"973","PER","Peru",2000,2098.100819
"974","PER","Peru",2010,2325.920597
"975","PER","Peru",2020,2566.412779
"976","PER","Peru",2030,2833.267946
"977","PER","Peru",2040,3128.864738
"978","PER","Peru",2050,3450.266128
"979","PHL","Philippines",2000,2259.745439
"980","PHL","Philippines",2010,2649.858641
"981","PHL","Philippines",2020,3132.192772
"982","PHL","Philippines",2030,3633.445058
"983","PHL","Philippines",2040,4166.206992
"984","PHL","Philippines",2050,4736.055807
"985","PLW","Palau",2000,0.750250904
"986","PLW","Palau",2010,0.861487599
"987","PLW","Palau",2020,0.921648484
"988","PLW","Palau",2030,0.980049416
"989","PLW","Palau",2040,1.049569626
"990","PLW","Palau",2050,1.129460228
"991","PNG","Papua New Guinea",2000,220.9982077
"992","PNG","Papua New Guinea",2010,282.9614864
"993","PNG","Papua New Guinea",2020,389.5465365
"994","PNG","Papua New Guinea",2030,539.1837217
"995","PNG","Papua New Guinea",2040,731.0714353
"996","PNG","Papua New Guinea",2050,962.112032
"997","POL","Poland",2000,6837.244092
"998","POL","Poland",2010,7725.397462
"999","POL","Poland",2020,8858.686008
"1000","POL","Poland",2030,10114.24633
"1001","POL","Poland",2040,11480.68628
"1002","POL","Poland",2050,12969.95628
"1003","PRI","Puerto Rico",2000,904.9354001
"1004","PRI","Puerto Rico",2010,1005.683751
"1005","PRI","Puerto Rico",2020,1091.976179
"1006","PRI","Puerto Rico",2030,1180.834002
"1007","PRI","Puerto Rico",2040,1277.493568
"1008","PRI","Puerto Rico",2050,1383.725063
"1009","PRK","Korea, Dem. People's Rep. of",2000,1449.602937
"1010","PRK","Korea, Dem. People's Rep. of",2010,1644.8702
"1011","PRK","Korea, Dem. People's Rep. of",2020,1870.429866
"1012","PRK","Korea, Dem. People's Rep. of",2030,2118.989334
"1013","PRK","Korea, Dem. People's Rep. of",2040,2395.966608
"1014","PRK","Korea, Dem. People's Rep. of",2050,2700.662489
"1015","PRT","Portugal",2000,3186.519327
"1016","PRT","Portugal",2010,3802.686733
"1017","PRT","Portugal",2020,4428.943195
"1018","PRT","Portugal",2030,5079.201971
"1019","PRT","Portugal",2040,5771.413016
"1020","PRT","Portugal",2050,6511.218706
"1021","PRY","Paraguay",2000,246.6070003
"1022","PRY","Paraguay",2010,285.5564753
"1023","PRY","Paraguay",2020,326.6974938
"1024","PRY","Paraguay",2030,368.7026845
"1025","PRY","Paraguay",2040,412.9858777
"1026","PRY","Paraguay",2050,460.4789634
"1027","PSE","Occupied Palestinian Territory",2000,146.8922768
"1028","PSE","Occupied Palestinian Territory",2010,170.294744
"1029","PSE","Occupied Palestinian Territory",2020,189.5851391
"1030","PSE","Occupied Palestinian Territory",2030,208.3049648
"1031","PSE","Occupied Palestinian Territory",2040,228.4078995
"1032","PSE","Occupied Palestinian Territory",2050,250.4730451
"1033","PYF","French Polynesia",2000,0.005363261
"1034","PYF","French Polynesia",2010,0.005926734
"1035","PYF","French Polynesia",2020,0.006849693
"1036","PYF","French Polynesia",2030,0.007955981
"1037","PYF","French Polynesia",2040,0.009156131
"1038","PYF","French Polynesia",2050,0.010443897
"1039","QAT","Qatar",2000,157.9874674
"1040","QAT","Qatar",2010,161.458134
"1041","QAT","Qatar",2020,169.2011132
"1042","QAT","Qatar",2030,182.0085075
"1043","QAT","Qatar",2040,197.4291128
"1044","QAT","Qatar",2050,214.4725731
"1045","REU","Reunion",2000,120.9341675
"1046","REU","Reunion",2010,130.3516028
"1047","REU","Reunion",2020,139.3611114
"1048","REU","Reunion",2030,148.9926309
"1049","REU","Reunion",2040,160.1212379
"1050","REU","Reunion",2050,172.6302623
"1051","ROU","Romania",2000,4832.171755
"1052","ROU","Romania",2010,5404.54883
"1053","ROU","Romania",2020,6237.66622
"1054","ROU","Romania",2030,7148.130553
"1055","ROU","Romania",2040,8144.852398
"1056","ROU","Romania",2050,9238.157668
"1057","RUS","Russia",2000,21533.05202
"1058","RUS","Russia",2010,23853.98622
"1059","RUS","Russia",2020,26681.5313
"1060","RUS","Russia",2030,29779.0257
"1061","RUS","Russia",2040,33160.05194
"1062","RUS","Russia",2050,36866.53718
"1063","RWA","Rwanda",2000,127.5840117
"1064","RWA","Rwanda",2010,195.4162419
"1065","RWA","Rwanda",2020,297.9082969
"1066","RWA","Rwanda",2030,443.9891762
"1067","RWA","Rwanda",2040,630.1163581
"1068","RWA","Rwanda",2050,822.7340027
"1069","SAU","Saudi Arabia",2000,2409.318542
"1070","SAU","Saudi Arabia",2010,2701.881963
"1071","SAU","Saudi Arabia",2020,2975.580136
"1072","SAU","Saudi Arabia",2030,3266.869559
"1073","SAU","Saudi Arabia",2040,3586.601539
"1074","SAU","Saudi Arabia",2050,3935.266935
"1075","SCG","Serbia and Montenegro",2000,1085.678683
"1076","SCG","Serbia and Montenegro",2010,1198.315133
"1077","SCG","Serbia and Montenegro",2020,1385.025905
"1078","SCG","Serbia and Montenegro",2030,1591.323634
"1079","SCG","Serbia and Montenegro",2040,1815.624086
"1080","SCG","Serbia and Montenegro",2050,2059.379529
"1081","SDN","Sudan",2000,1095.925174
"1082","SDN","Sudan",2010,1483.78379
"1083","SDN","Sudan",2020,1939.251551
"1084","SDN","Sudan",2030,2439.369599
"1085","SDN","Sudan",2040,2961.466446
"1086","SDN","Sudan",2050,3418.547768
"1087","SEN","Senegal",2000,436.0111947
"1088","SEN","Senegal",2010,542.497518
"1089","SEN","Senegal",2020,671.6395371
"1090","SEN","Senegal",2030,808.3679533
"1091","SEN","Senegal",2040,940.5967005
"1092","SEN","Senegal",2050,1074.006965
"1093","SGP","Singapore",2000,145.1712983
"1094","SGP","Singapore",2010,152.9386745
"1095","SGP","Singapore",2020,163.3551089
"1096","SGP","Singapore",2030,175.7377213
"1097","SGP","Singapore",2040,189.8930636
"1098","SGP","Singapore",2050,205.6409077
"1099","SHN","Saint Helena",2000,3.533770572
"1100","SHN","Saint Helena",2010,4.195077856
"1101","SHN","Saint Helena",2020,5.0305297
"1102","SHN","Saint Helena",2030,6.196497906
"1103","SHN","Saint Helena",2040,8.069859404
"1104","SHN","Saint Helena",2050,10.40445537
"1105","SJM","Svalbard",2000,0
"1106","SJM","Svalbard",2010,0
"1107","SJM","Svalbard",2020,0
"1108","SJM","Svalbard",2030,0
"1109","SJM","Svalbard",2040,0
"1110","SJM","Svalbard",2050,0
"1111","SLB","Solomon Islands",2000,14.17046136
"1112","SLB","Solomon Islands",2010,18.99050826
"1113","SLB","Solomon Islands",2020,25.84850541
"1114","SLB","Solomon Islands",2030,34.53767136
"1115","SLB","Solomon Islands",2040,45.01298743
"1116","SLB","Solomon Islands",2050,57.11061538
"1117","SLE","Sierra Leone",2000,426.8231216
"1118","SLE","Sierra Leone",2010,511.7460525
"1119","SLE","Sierra Leone",2020,633.7968007
"1120","SLE","Sierra Leone",2030,768.6884456
"1121","SLE","Sierra Leone",2040,903.2772948
"1122","SLE","Sierra Leone",2050,1029.42675
"1123","SLV","El Salvador",2000,271.2651455
"1124","SLV","El Salvador",2010,317.0683629
"1125","SLV","El Salvador",2020,364.5320018
"1126","SLV","El Salvador",2030,414.3174243
"1127","SLV","El Salvador",2040,467.1890896
"1128","SLV","El Salvador",2050,523.5109276
"1129","SMR","San Marino",2000,10.94971944
"1130","SMR","San Marino",2010,11.88250609
"1131","SMR","San Marino",2020,12.63896224
"1132","SMR","San Marino",2030,13.48691103
"1133","SMR","San Marino",2040,14.4915673
"1134","SMR","San Marino",2050,15.62161874
"1135","SOM","Somalia",2000,2669.393943
"1136","SOM","Somalia",2010,3390.388797
"1137","SOM","Somalia",2020,4303.398187
"1138","SOM","Somalia",2030,5234.201245
"1139","SOM","Somalia",2040,6143.649699
"1140","SOM","Somalia",2050,6964.292586
"1141","SPM","Saint Pierre and Miquelon",2000,0.440293894
"1142","SPM","Saint Pierre and Miquelon",2010,0.548378256
"1143","SPM","Saint Pierre and Miquelon",2020,0.683141039
"1144","SPM","Saint Pierre and Miquelon",2030,0.861075989
"1145","SPM","Saint Pierre and Miquelon",2040,1.095699505
"1146","SPM","Saint Pierre and Miquelon",2050,1.402047553
"1147","STP","Sao Tome and Principe",2000,9.961438391
"1148","STP","Sao Tome and Principe",2010,11.53881214
"1149","STP","Sao Tome and Principe",2020,12.53473982
"1150","STP","Sao Tome and Principe",2030,13.90219827
"1151","STP","Sao Tome and Principe",2040,15.51716976
"1152","STP","Sao Tome and Principe",2050,17.32539187
"1153","SUR","Suriname",2000,106.5120989
"1154","SUR","Suriname",2010,119.2745939
"1155","SUR","Suriname",2020,133.852475
"1156","SUR","Suriname",2030,149.5230616
"1157","SUR","Suriname",2040,166.6176013
"1158","SUR","Suriname",2050,185.1581666
"1159","SVK","Slovakia",2000,1481.945199
"1160","SVK","Slovakia",2010,1602.061729
"1161","SVK","Slovakia",2020,1842.996258
"1162","SVK","Slovakia",2030,2120.087703
"1163","SVK","Slovakia",2040,2422.91965
"1164","SVK","Slovakia",2050,2754.962782
"1165","SVN","Slovenia",2000,433.3929466
"1166","SVN","Slovenia",2010,474.0754642
"1167","SVN","Slovenia",2020,540.3204121
"1168","SVN","Slovenia",2030,627.3304691
"1169","SVN","Slovenia",2040,723.8594882
"1170","SVN","Slovenia",2050,829.1956965
"1171","SWE","Sweden",2000,1701.305575
"1172","SWE","Sweden",2010,1878.065943
"1173","SWE","Sweden",2020,2072.41397
"1174","SWE","Sweden",2030,2283.006064
"1175","SWE","Sweden",2040,2508.75866
"1176","SWE","Sweden",2050,2749.976083
"1177","SWZ","Swaziland",2000,92.02714701
"1178","SWZ","Swaziland",2010,142.3602085
"1179","SWZ","Swaziland",2020,207.7892029
"1180","SWZ","Swaziland",2030,280.5938246
"1181","SWZ","Swaziland",2040,360.023351
"1182","SWZ","Swaziland",2050,444.2985042
"1183","SYC","Seychelles",2000,1.4230695
"1184","SYC","Seychelles",2010,1.803943938
"1185","SYC","Seychelles",2020,1.966701596
"1186","SYC","Seychelles",2030,2.107384745
"1187","SYC","Seychelles",2040,2.264091642
"1188","SYC","Seychelles",2050,2.440602123
"1189","SYR","Syrian Arab Republic",2000,1729.247222
"1190","SYR","Syrian Arab Republic",2010,2044.707717
"1191","SYR","Syrian Arab Republic",2020,2361.701451
"1192","SYR","Syrian Arab Republic",2030,2683.104332
"1193","SYR","Syrian Arab Republic",2040,3027.688177
"1194","SYR","Syrian Arab Republic",2050,3402.059845
"1195","TCA","Turks and Caicos Islands",2000,2.151655303
"1196","TCA","Turks and Caicos Islands",2010,2.497471047
"1197","TCA","Turks and Caicos Islands",2020,2.664715588
"1198","TCA","Turks and Caicos Islands",2030,2.83567833
"1199","TCA","Turks and Caicos Islands",2040,3.040451226
"1200","TCA","Turks and Caicos Islands",2050,3.276531885
"1201","TCD","Chad",2000,122.8778869
"1202","TCD","Chad",2010,184.0748085
"1203","TCD","Chad",2020,262.2829266
"1204","TCD","Chad",2030,351.8280689
"1205","TCD","Chad",2040,449.2832135
"1206","TCD","Chad",2050,549.73119
"1207","TGO","Togo",2000,187.4779765
"1208","TGO","Togo",2010,257.4138574
"1209","TGO","Togo",2020,327.113422
"1210","TGO","Togo",2030,393.2651183
"1211","TGO","Togo",2040,454.5640207
"1212","TGO","Togo",2050,517.1360322
"1213","THA","Thailand",2000,4618.169901
"1214","THA","Thailand",2010,5657.792864
"1215","THA","Thailand",2020,7029.711619
"1216","THA","Thailand",2030,8550.260688
"1217","THA","Thailand",2040,10160.34188
"1218","THA","Thailand",2050,11780.65281
"1219","TJK","Tajikistan",2000,289.2668694
"1220","TJK","Tajikistan",2010,333.3165034
"1221","TJK","Tajikistan",2020,414.3805823
"1222","TJK","Tajikistan",2030,515.6734617
"1223","TJK","Tajikistan",2040,627.9868766
"1224","TJK","Tajikistan",2050,745.1483792
"1225","TKL","Tokelau",2000,0
"1226","TKL","Tokelau",2010,0
"1227","TKL","Tokelau",2020,0
"1228","TKL","Tokelau",2030,0
"1229","TKL","Tokelau",2040,0
"1230","TKL","Tokelau",2050,0
"1231","TKM","Turkmenistan",2000,112.5119306
"1232","TKM","Turkmenistan",2010,126.4237875
"1233","TKM","Turkmenistan",2020,142.6615564
"1234","TKM","Turkmenistan",2030,162.6102564
"1235","TKM","Turkmenistan",2040,185.8230299
"1236","TKM","Turkmenistan",2050,212.2226182
"1237","TLS","East Timor",2000,79.64941292
"1238","TLS","East Timor",2010,97.61922765
"1239","TLS","East Timor",2020,124.3786869
"1240","TLS","East Timor",2030,156.3967997
"1241","TLS","East Timor",2040,191.9256748
"1242","TLS","East Timor",2050,227.8216523
"1243","TON","Tonga",2000,0.088751217
"1244","TON","Tonga",2010,0.10210491
"1245","TON","Tonga",2020,0.129287206
"1246","TON","Tonga",2030,0.164129801
"1247","TON","Tonga",2040,0.204020252
"1248","TON","Tonga",2050,0.246500549
"1249","TTO","Trinidad and Tobago",2000,177.305825
"1250","TTO","Trinidad and Tobago",2010,226.0852959
"1251","TTO","Trinidad and Tobago",2020,305.4526059
