Country.Name,iso3c,year,total_building_stock_m2,Construction Comparative,Total_Cost,Construction_Intensity,Building_Intensity,Embodied_Carbon_Buildings,Embodied_Carbon_Construction
Botswana,BWA,2024,84350940.0515385,628.3299999999999,53000226162.583176,899792.8,62727133,3324552235.5304346,47689221.899463974
Botswana,BWA,2025,88900240.034,628.3299999999999,55858687820.56321,899792.8,62727133,3503855340.125949,50261245.11839047
Botswana,BWA,2026,92115580.2194569,628.3299999999999,57878982519.29134,899792.8,62727133,3630582634.3922634,52079091.742184214
Botswana,BWA,2027,95447212.6950613,628.3299999999999,59972347152.68786,899792.8,62727133,3761893396.1688223,53962686.16708904
Botswana,BWA,2028,98899343.5155282,628.3299999999999,62141424511.11183,899792.8,62727133,3897953400.117972,55914406.35684195
Botswana,BWA,2029,102476330.859985,628.3299999999999,64388952969.254364,899792.8,62727133,4038934416.6331635,57936716.28127371
Botswana,BWA,2030,106182690.534,628.3299999999999,66717769943.22821,899792.8,62727133,4185014428.6922784,60032169.02697315
Botswana,BWA,2031,109953036.372529,628.3299999999999,69086791343.95114,899792.8,62727133,4333616349.175272,62163797.426389575
Botswana,BWA,2032,113857260.036818,628.3299999999999,71539932198.93384,899792.8,62727133,4487494841.853505,64371115.905088834
Botswana,BWA,2033,117900115.274402,628.3299999999999,74080179430.36499,899792.8,62727133,4646837267.792369,66656812.074150525
Botswana,BWA,2034,122086524.629367,628.3299999999999,76710626020.37015,899792.8,62727133,4811837640.89302,69023668.97662172
Botswana,BWA,2035,126421585.436,628.3299999999999,79434474777.00188,899792.8,62727133,4982696864.122142,71474568.4761279
Botswana,BWA,2036,130610532.390041,628.3299999999999,82066515816.63445,899792.8,62727133,5147797252.476633,73842860.0528938
Botswana,BWA,2037,134938279.031835,628.3299999999999,84785768864.07288,899792.8,62727133,5318368200.043958,76289624.36635695
Botswana,BWA,2038,139409424.453596,628.3299999999999,87595123666.92796,899792.8,62727133,5494590972.406837,78817461.59061137
Botswana,BWA,2039,144028720.137284,628.3299999999999,90497565723.85965,899792.8,62727133,5676652841.336785,81429058.05585569
Botswana,BWA,2040,148801075.004,628.3299999999999,93496179457.26332,899792.8,62727133,5864747283.807624,84127189.10315344
Botswana,BWA,2041,153372816.809416,628.3299999999999,96368741985.86034,899792.8,62727133,6044934895.5897455,86711900.18393484
Botswana,BWA,2042,158085020.12114,628.3299999999999,99329560692.71588,899792.8,62727133,6230658564.403562,89376023.53846876
Botswana,BWA,2043,162942000.457326,628.3299999999999,102381347147.35162,899792.8,62727133,6422088379.231095,92121999.01748754
Botswana,BWA,2044,167948205.925457,628.3299999999999,105526896229.14238,899792.8,62727133,6619399654.842612,94952341.43332946
Botswana,BWA,2045,173108221.296,628.3299999999999,108769088686.91566,899792.8,62727133,6822773092.352954,97869642.86304817
Botswana,BWA,2046,178048571.094504,628.3299999999999,111873258675.80968,899792.8,62727133,7017488776.100917,100662752.66903108
Botswana,BWA,2047,183129913.943188,628.3299999999999,115066018827.92331,899792.8,62727133,7217761466.799649,103535575.26602985
Botswana,BWA,2048,188356273.654333,628.3299999999999,118349897425.22704,899792.8,62727133,7423749756.328574,106490385.58395784
Botswana,BWA,2049,193731788.876132,628.3299999999999,121727494904.54001,899792.8,62727133,7635616762.6339035,109529523.4771418
Botswana,BWA,2050,199260716.37,628.3299999999999,125201485916.76208,899792.8,62727133,7853530258.898362,112655395.57720393
Brazil,BRA,2020,5939473171.752,875.43,5199592998746.853,487166.612131,13408428.27958,69718369806.70348,2533068105.6595707
Brazil,BRA,2021,6077342211.8219,875.43,5320287692495.246,487166.612131,13408428.27958,71336695951.55469,2591866530.7151647
Brazil,BRA,2022,6218411514.21477,875.43,5443783991889.036,487166.612131,13408428.27958,72992587224.76987,2652029804.5015526
Brazil,BRA,2023,6362755364.49123,875.43,5570146928736.558,487166.612131,13408428.27958,74686915600.68694,2713589608.344483
Brazil,BRA,2024,6510449772.55323,875.43,5699443044386.274,487166.612131,13408428.27958,76420573294.20445,2776578358.9672537
Brazil,BRA,2025,6661572512.67,875.43,5831740424766.698,487166.612131,13408428.27958,78194473230.61168,2841029225.560991
Brazil,BRA,2026,6788562790.6811,875.43,5942911523845.955,487166.612131,13408428.27958,79685102939.37798,2895188073.266312
Brazil,BRA,2027,6917973898.11027,875.43,6056201889622.673,487166.612131,13408428.27958,81204148683.66249,2950379356.9488373
Brazil,BRA,2028,7049851983.49081,875.43,6171651921907.359,487166.612131,13408428.27958,82752152161.42691,3006622758.0473833
Brazil,BRA,2029,7184244075.09047,875.43,6289302790656.45,487166.612131,13408428.27958,84329665397.07936,3063938333.1901464
Brazil,BRA,2030,7321198097.682,875.43,6409196450653.753,487166.612131,13408428.27958,85937250938.32954,3122346521.3470187
Brazil,BRA,2031,7482905491.53951,875.43,6550759954458.433,487166.612131,13408428.27958,87835395026.10065,3191311533.896938
Brazil,BRA,2032,7648184606.97583,875.43,6695450250484.851,487166.612131,13408428.27958,89775464483.12206,3261799815.22036
Brazil,BRA,2033,7817114334.60153,875.43,6843336401940.217,487166.612131,13408428.27958,91758385338.45445,3333845010.6059628
Brazil,BRA,2034,7989775307.52819,875.43,6994488997469.402,487166.612131,13408428.27958,93785104074.8799,3407481508.484723
Brazil,BRA,2035,8166249939.856,875.43,7148980184848.138,487166.612131,13408428.27958,95856588080.67485,3482744456.844117
Brazil,BRA,2036,8342043072.03085,875.43,7302874766547.967,487166.612131,13408428.27958,97920072542.01295,3557716758.83614
Brazil,BRA,2037,8521620465.71465,875.43,7460082204300.576,487166.612131,13408428.27958,100027977196.13535,3634302973.687874
Brazil,BRA,2038,8705063583.90308,875.43,7620673813256.272,487166.612131,13408428.27958,102181258267.12016,3712537843.7594867
Brazil,BRA,2039,8892455643.22848,875.43,7784722443751.507,487166.612131,13408428.27958,104380892563.47882,3792456859.3025804
Brazil,BRA,2040,9083881651.71,875.43,7952302514356.484,487166.612131,13408428.27958,106627877921.27264,3874096274.559881
Brazil,BRA,2041,9275500075.14086,875.43,8120051030780.5625,487166.612131,13408428.27958,108877121872.75082,3955817750.9962006
Brazil,BRA,2042,9471160561.38208,875.43,8291338090250.714,487166.612131,13408428.27958,111173812124.8765,4039263087.4601555
Brazil,BRA,2050,11158399398.848,875.43,9768397585733.504,487166.612131,13408428.27958,130978858434.7301,4758837157.79043
Brazil,BRA,2043,9670948375.05213,875.43,8466238335971.886,487166.612131,13408428.27958,113518949525.70976,4124468647.629019
Brazil,BRA,2044,9874950579.36969,875.43,8644827985697.607,487166.612131,13408428.27958,115913556035.53241,4211471562.2475595
Brazil,BRA,2049,10934569295.3697,875.43,9572449998245.496,487166.612131,13408428.27958,128351509261.34044,4663378035.438655
Brazil,BRA,2045,10083256074.094,875.43,8827184864944.11,487166.612131,13408428.27958,118358675172.19717,4300309745.308861
Brazil,BRA,2048,10715229075.5595,875.43,9380432989617.053,487166.612131,13408428.27958,125776862972.68646,4569833759.873608
Brazil,BRA,2047,10500288675.3241,875.43,9192267715038.977,487166.612131,13408428.27958,123253862383.79884,4478165920.536706
Brazil,BRA,2046,10289659837.1959,875.43,9007876911276.406,487166.612131,13408428.27958,120781471516.13431,4388336877.359583
Brunei Darussalam,BRN,2020,54196389.758,660.54,35798883290.74932,367489.6482,14047106.88,502870739.7698018,13155719.026470326
Brunei Darussalam,BRN,2021,55312751.1911725,660.54,36536284671.817085,367489.6482,14047106.88,513229095.78312033,13426706.400581112
Brunei Darussalam,BRN,2022,56452107.9355648,660.54,37288875375.75797,367489.6482,14047106.88,523800817.83827245,13703275.69361094
Brunei Darussalam,BRN,2023,57614933.6588641,660.54,38056968279.02609,367489.6482,14047106.88,534590300.9442492,13985541.884417858
Brunei Darussalam,BRN,2024,58801711.785576,660.54,38840882702.84437,367489.6482,14047106.88,545602030.6403981,14273622.320245743
Brunei Darussalam,BRN,2025,60012935.698,660.54,39640944545.95692,367489.6482,14047106.88,556840584.86121,14567636.765509417
Brunei Darussalam,BRN,2026,61658914.7991658,660.54,40728179581.44098,367489.6482,14047106.88,572113091.6083351,14967184.38621017
Brunei Darussalam,BRN,2027,63350038.2874535,660.54,41845234290.39453,367489.6482,14047106.88,587804478.495813,15377690.428223664
Brunei Darussalam,BRN,2028,65087544.3412138,660.54,42992926539.14536,367489.6482,14047106.88,603926234.1793635,15799455.448958974
Brunei Darussalam,BRN,2029,66872705.0984038,660.54,44172096625.69964,367489.6482,14047106.88,620490162.4148903,16232788.249234768
Brunei Darussalam,BRN,2030,68706827.588,660.54,45383607894.977516,367489.6482,14047106.88,637508390.7007611,16678006.099372031
Brunei Darussalam,BRN,2031,70262295.0745072,660.54,46411056388.514984,367489.6482,14047106.88,651941069.5031768,17055582.784805734
Brunei Darussalam,BRN,2032,71852977.0977135,660.54,47461765492.12367,367489.6482,14047106.88,666700492.581357,17441707.50365143
Brunei Darussalam,BRN,2033,73479670.8864944,660.54,48536261807.365005,367489.6482,14047106.88,681794057.1637182,17836573.776531663
Brunei Darussalam,BRN,2034,75143191.7183476,660.54,49635083857.637314,367489.6482,14047106.88,697229327.9459941,18240379.505220633
Brunei Darussalam,BRN,2035,76844373.328,660.54,50758782358.07711,367489.6482,14047106.88,713014040.8825676,18653327.071830124
Brunei Darussalam,BRN,2036,78252328.8149779,660.54,51688793275.445496,367489.6482,14047106.88,726078003.6384082,18995096.45667599
Brunei Darussalam,BRN,2037,79686081.0983568,660.54,52635844008.708595,367489.6482,14047106.88,739381326.5093374,19343127.797470402
Brunei Darussalam,BRN,2038,81146102.831364,660.54,53600246764.22918,367489.6482,14047106.88,752928395.0915015,19697535.82681977
Brunei Darussalam,BRN,2039,82632875.327258,660.54,54582319468.667,367489.6482,14047106.88,766723675.3346703,20058437.379480448
Brunei Darussalam,BRN,2040,84146888.718,660.54,55582385873.78771,367489.6482,14047106.88,780771715.0144981,20425951.43087489
Brunei Darussalam,BRN,2041,85388189.7510183,660.54,56402314858.13763,367489.6482,14047106.88,792289345.0916713,20727266.84488263
Brunei Darussalam,BRN,2042,86647801.9572487,660.54,57234339104.84106,367489.6482,14047106.88,803976878.6118659,21033027.14259754
Brunei Darussalam,BRN,2043,87925995.455748,660.54,58078637038.33978,367489.6482,14047106.88,815836821.9222857,21343297.893154975
Brunei Darussalam,BRN,2044,89223044.3502609,660.54,58935389715.12133,367489.6482,14047106.88,827871718.3427621,21658145.632939834
Brunei Darussalam,BRN,2045,90539226.788,660.54,59804780862.54552,367489.6482,14047106.88,840084148.7111555,21977637.879854944
Brunei Darussalam,BRN,2046,91622937.6848191,660.54,60520615258.33041,367489.6482,14047106.88,850139550.9771261,22240699.610131394
Brunei Darussalam,BRN,2047,92719620.0786296,660.54,61245017846.73799,367489.6482,14047106.88,860315311.560636,22506910.062500466
Brunei Darussalam,BRN,2050,96089058.182,660.54,63470666491.53828,367489.6482,14047106.88,891579235.9514729,23324812.899994932
Brunei Darussalam,BRN,2048,93829429.231997,660.54,61978091184.9033,367489.6482,14047106.88,870612871.0927225,22776306.925647635
Brunei Darussalam,BRN,2049,94952522.2659052,660.54,62719939057.52102,367489.6482,14047106.88,881033687.4480842,23048928.339373842
Bulgaria,BGR,2050,586045668.866,674.51,395293664106.80566,771386.38877,15132957.05844,5981962044.401695,304924152.0590102
Bulgaria,BGR,2049,578701396.262938,674.51,390339878793.31433,771386.38877,15132957.05844,5906996623.975901,301102869.4952943
Bulgaria,BGR,2048,571449161.435997,674.51,385448173880.19434,771386.38877,15132957.05844,5832970663.583095,297329474.90743417
Bulgaria,BGR,2047,564287810.97589,674.51,380617771381.3476,771386.38877,15132957.05844,5759872389.993067,293603368.1675432
Bulgaria,BGR,2046,557216205.927752,674.51,375847903060.328,771386.38877,15132957.05844,5687690177.516664,289923956.6684834
