Country,iso3c,year,residential_building_stock_m2,Region,period,residential,total_building_stock_m2
Portugal,PRT,2046,489270335.83757204,Europe,2045,0.6907569705299672,708310385.1448517
Portugal,PRT,2047,494254878.50460327,Europe,2045,0.6907569705299672,715526443.584634
Portugal,PRT,2048,499290202.23024267,Europe,2045,0.6907569705299672,722816017.1111612
Portugal,PRT,2049,504376824.35702026,Europe,2045,0.6907569705299672,730179854.6745738
Portugal,PRT,2050,509515267.49799997,Europe,2050,0.6898773160141096,738559241.868998
Paraguay,PRY,2020,87535233.90100002,Latin and South America,2020,0.69,126862657.82753627
Paraguay,PRY,2021,90325051.94199452,Latin and South America,2020,0.69,130905872.37970221
Paraguay,PRY,2022,93203783.71926415,Latin and South America,2020,0.69,135077947.41922343
Paraguay,PRY,2023,96174262.98482516,Latin and South America,2020,0.69,139382989.83307996
Paraguay,PRY,2024,99239413.80464089,Latin and South America,2020,0.69,143825237.39803028
Paraguay,PRY,2025,102402253.43700002,Latin and South America,2025,0.69,148409062.95217395
Paraguay,PRY,2026,106162332.26024775,Latin and South America,2025,0.69,153858452.5510837
Paraguay,PRY,2027,110060476.33384404,Latin and South America,2025,0.69,159507936.715716
Paraguay,PRY,2028,114101755.23591474,Latin and South America,2025,0.69,165364862.660746
Paraguay,PRY,2029,118291424.69296344,Latin and South America,2025,0.69,171436847.38110644
Paraguay,PRY,2030,122634933.41500002,Latin and South America,2030,0.6849692167754552,179037145.62869456
Paraguay,PRY,2031,127092576.4643693,Latin and South America,2030,0.6849692167754552,185544946.1841034
Paraguay,PRY,2032,131712249.86677305,Latin and South America,2030,0.6849692167754552,192289298.03125826
Paraguay,PRY,2033,136499843.2448243,Latin and South America,2030,0.6849692167754552,199278799.5457777
Paraguay,PRY,2034,141461460.30234915,Latin and South America,2030,0.6849692167754552,206522361.64464405
Paraguay,PRY,2035,146603426.606,Latin and South America,2035,0.6844493776447149,214191774.2850212
Paraguay,PRY,2036,151773990.44261193,Latin and South America,2035,0.6844493776447149,221746115.05220044
Paraguay,PRY,2037,157126915.16264525,Latin and South America,2035,0.6844493776447149,229566890.25467554
Paraguay,PRY,2038,162668632.46153075,Latin and South America,2035,0.6844493776447149,237663496.78232747
Paraguay,PRY,2039,168405800.87449807,Latin and South America,2035,0.6844493776447149,246045662.94443244
Paraguay,PRY,2040,174345313.777,Latin and South America,2040,0.6839727127465678,254900978.5447393
Paraguay,PRY,2041,180182975.0947755,Latin and South America,2040,0.6839727127465678,263435911.60417923
Paraguay,PRY,2042,186216100.7409162,Latin and South America,2040,0.6839727127465678,272256622.62628126
Paraguay,PRY,2043,192451235.51163146,Latin and South America,2040,0.6839727127465678,281372680.40829045
Paraguay,PRY,2044,198895143.34468815,Latin and South America,2040,0.6839727127465678,290793974.1426274
Paraguay,PRY,2045,205554814.657,Latin and South America,2045,0.6835372013487429,300722205.39189833
Paraguay,PRY,2046,211971835.1784183,Latin and South America,2045,0.6835372013487429,310110166.29403555
Paraguay,PRY,2047,218589182.5685651,Latin and South America,2045,0.6835372013487429,319791201.0308276
Paraguay,PRY,2048,225413110.6416834,Latin and South America,2045,0.6835372013487429,329774458.795955
Paraguay,PRY,2049,232450068.44390318,Latin and South America,2045,0.6835372013487429,340069374.40308595
Paraguay,PRY,2050,239706706.34800002,Latin and South America,2050,0.6831450139550765,350887002.68807507
West Bank and Gaza,PSE,2020,25653348.369000003,Other Asia,2020,0.69,37178765.75217392
West Bank and Gaza,PSE,2021,26626893.08644349,Other Asia,2020,0.69,38589700.125280425
West Bank and Gaza,PSE,2022,27637383.831486527,Other Asia,2020,0.69,40054179.465922505
West Bank and Gaza,PSE,2023,28686222.70608801,Other Asia,2020,0.69,41574235.805924654
West Bank and Gaza,PSE,2024,29774865.02198418,Other Asia,2020,0.69,43151978.2927307
West Bank and Gaza,PSE,2025,30904821.320000004,Other Asia,2025,0.69,44789596.11594204
West Bank and Gaza,PSE,2026,32118003.48165978,Other Asia,2025,0.69,46547831.13284027
West Bank and Gaza,PSE,2027,33378809.635127496,Other Asia,2025,0.69,48375086.427721016
West Bank and Gaza,PSE,2028,34689109.28085197,Other Asia,2025,0.69,50274071.42152459
West Bank and Gaza,PSE,2029,36050845.30733278,Other Asia,2025,0.69,52247601.89468519
West Bank and Gaza,PSE,2030,37466036.871999994,Other Asia,2030,0.6846531431450565,54722653.72199148
West Bank and Gaza,PSE,2031,39192070.7771822,Other Asia,2030,0.6846531431450565,57243687.799558714
West Bank and Gaza,PSE,2032,40997621.8475243,Other Asia,2030,0.6846531431450565,59880864.139753446
West Bank and Gaza,PSE,2033,42886353.38276575,Other Asia,2030,0.6846531431450565,62639533.334734835
West Bank and Gaza,PSE,2034,44862097.448282294,Other Asia,2030,0.6846531431450565,65525292.47467052
West Bank and Gaza,PSE,2035,46928862.65000001,Other Asia,2035,0.6829701704241671,68712902.3817457
West Bank and Gaza,PSE,2036,49256821.879207805,Other Asia,2035,0.6829701704241671,72121483.50288308
West Bank and Gaza,PSE,2037,51700262.15497906,Other Asia,2035,0.6829701704241671,75699151.13989528
West Bank and Gaza,PSE,2038,54264912.045042954,Other Asia,2035,0.6829701704241671,79454293.0203541
West Bank and Gaza,PSE,2039,56956784.2892003,Other Asia,2035,0.6829701704241671,83395712.95453005
West Bank and Gaza,PSE,2040,59782189.896,Other Asia,2040,0.6817642578819798,87687480.24679945
West Bank and Gaza,PSE,2041,62840949.6125814,Other Asia,2040,0.6817642578819798,92174015.99756466
West Bank and Gaza,PSE,2042,66056210.97321525,Other Asia,2040,0.6817642578819798,96890105.64799987
West Bank and Gaza,PSE,2043,69435981.39491391,Other Asia,2040,0.6817642578819798,101847494.33862808
West Bank and Gaza,PSE,2044,72988677.99471295,Other Asia,2040,0.6817642578819798,107058528.15086709
West Bank and Gaza,PSE,2045,76723148.552,Other Asia,2045,0.6809576965008283,112669478.50982499
West Bank and Gaza,PSE,2046,80651661.6223755,Other Asia,2045,0.6809576965008283,118438578.54432431
West Bank and Gaza,PSE,2047,84781329.30169736,Other Asia,2045,0.6809576965008283,124503078.14619765
West Bank and Gaza,PSE,2048,89122451.46067378,Other Asia,2045,0.6809576965008283,130878102.88163088
West Bank and Gaza,PSE,2049,93685855.36203825,Other Asia,2045,0.6809576965008283,137579552.8025496
West Bank and Gaza,PSE,2050,98482922.66499999,Other Asia,2050,0.6804366159462483,144734895.73756233
Qatar,QAT,2020,251801767.288,Other Asia,2020,0.69,364930097.5188406
Qatar,QAT,2021,263030014.58072188,Other Asia,2020,0.69,381202919.6822057
Qatar,QAT,2022,274758947.54624254,Other Asia,2020,0.69,398201373.255424
Qatar,QAT,2023,287010892.56698036,Other Asia,2020,0.69,415957815.31446433
Qatar,QAT,2024,299809171.5947879,Other Asia,2020,0.69,434506045.7895477
Qatar,QAT,2025,313178146.545,Other Asia,2025,0.69,453881371.8043479
Qatar,QAT,2026,323868752.4617837,Other Asia,2025,0.69,469375003.5678025
Qatar,QAT,2027,334924291.4242757,Other Asia,2025,0.69,485397523.8032982
Qatar,QAT,2028,346357220.7364761,Other Asia,2025,0.69,501966986.57460314
Qatar,QAT,2029,358180422.94319236,Other Asia,2025,0.69,519102062.2365107
Qatar,QAT,2030,370407220.3460001,Other Asia,2030,0.6846531431450565,541014415.9193941
Qatar,QAT,2031,377969914.0683456,Other Asia,2030,0.6846531431450565,552060437.9789805
Qatar,QAT,2032,385687017.1358562,Other Asia,2030,0.6846531431450565,563331989.340099
Qatar,QAT,2033,393561682.16144323,Other Asia,2030,0.6846531431450565,574833674.6889948
Qatar,QAT,2034,401597126.12567765,Other Asia,2030,0.6846531431450565,586570192.7269058
Qatar,QAT,2035,409796631.691,Other Asia,2035,0.6829701704241671,600021273.8961802
Qatar,QAT,2036,416703631.30563253,Other Asia,2035,0.6829701704241671,610134452.9393334
Qatar,QAT,2037,423727046.3321724,Other Asia,2035,0.6829701704241671,620418086.5893623
Qatar,QAT,2038,430868838.9175552,Other Asia,2035,0.6829701704241671,630875047.8076645
Qatar,QAT,2039,438131004.28011656,Other Asia,2035,0.6829701704241671,641508257.9785438
Qatar,QAT,2040,445515571.26700014,Other Asia,2040,0.6817642578819798,653474520.1384895
Qatar,QAT,2041,452171347.3127407,Other Asia,2040,0.6817642578819798,663237097.1125566
Qatar,QAT,2042,458926557.26748043,Other Asia,2040,0.6817642578819798,673145522.0213747
Qatar,QAT,2043,465782686.6232478,Other Asia,2040,0.6817642578819798,683201973.758911
Qatar,QAT,2044,472741243.0645664,Other Asia,2040,0.6817642578819798,693408663.7706997
Qatar,QAT,2045,479803756.8000001,Other Asia,2045,0.6809576965008283,704601415.4264228
Qatar,QAT,2046,486638889.42308366,Other Asia,2045,0.6809576965008283,714638944.4215523
Qatar,QAT,2047,493571393.18449837,Other Asia,2045,0.6809576965008283,724819464.8812491
Qatar,QAT,2048,500602655.2026958,Other Asia,2045,0.6809576965008283,735145013.816709
Qatar,QAT,2049,507734082.35657793,Other Asia,2045,0.6809576965008283,745617657.2577448
Qatar,QAT,2050,514967101.567,Other Asia,2050,0.6804366159462483,756818621.3066468
Russian Federation,RUS,2020,3892036816.534,Europe,2020,0.7,5560052595.048572
Russian Federation,RUS,2021,3880303139.850995,Europe,2020,0.7,5543290199.787136
Russian Federation,RUS,2022,3868604837.7481885,Europe,2020,0.7,5526578339.640269
Russian Federation,RUS,2023,3856941803.578622,Europe,2020,0.7,5509916862.255175
Russian Federation,RUS,2024,3845313931.0168567,Europe,2020,0.7,5493305615.738367
Russian Federation,RUS,2025,3833721114.058,Europe,2025,0.7,5476744448.654286
Russian Federation,RUS,2026,3889856276.547839,Europe,2025,0.7,5556937537.925485
Russian Federation,RUS,2027,3946813396.705962,Europe,2025,0.7,5638304852.437089
Russian Federation,RUS,2028,4004604510.026317,Europe,2025,0.7,5720863585.751882
Russian Federation,RUS,2029,4063241828.2322626,Europe,2025,0.7,5804631183.188947
Russian Federation,RUS,2030,4122737741.8570004,Europe,2030,0.6941862049680265,5938950835.312103
Russian Federation,RUS,2031,4152367413.2527304,Europe,2030,0.6941862049680265,5981633434.280048
Russian Federation,RUS,2032,4182210029.900375,Europe,2030,0.6941862049680265,6024622788.482239
Russian Federation,RUS,2033,4212267122.2144885,Europe,2030,0.6941862049680265,6067921102.535452
Russian Federation,RUS,2034,4242540231.6085477,Europe,2030,0.6941862049680265,6111530596.9008045
Russian Federation,RUS,2035,4273030910.574001,Europe,2035,0.6928682466025001,6167162272.952951
Russian Federation,RUS,2036,4290900219.841684,Europe,2035,0.6928682466025001,6192952615.280379
Russian Federation,RUS,2037,4308844256.444691,Europe,2035,0.6928682466025001,6218850809.7654
Russian Federation,RUS,2038,4326863332.883888,Europe,2035,0.6928682466025001,6244857307.432964
Russian Federation,RUS,2039,4344957762.966987,Europe,2035,0.6928682466025001,6270972561.1941595
Russian Federation,RUS,2040,4363127861.814001,Europe,2040,0.6917487240457084,6307388376.947263
Russian Federation,RUS,2041,4371634413.973578,Europe,2040,0.6917487240457084,6319685547.673978
Russian Federation,RUS,2042,4380157550.893434,Europe,2040,0.6917487240457084,6332006693.523019
Russian Federation,RUS,2043,4388697304.907967,Europe,2040,0.6917487240457084,6344351861.2373705
Russian Federation,RUS,2044,4397253708.41462,Europe,2040,0.6917487240457084,6356721097.651154
Russian Federation,RUS,2045,4405826793.874,Europe,2045,0.6907569705299672,6378258898.341238
Russian Federation,RUS,2046,4410139939.686234,Europe,2045,0.6907569705299672,6384502984.1720705
Russian Federation,RUS,2047,4414457307.912935,Europe,2045,0.6907569705299672,6390753182.738128
Russian Federation,RUS,2048,4418778902.6876955,Europe,2045,0.6907569705299672,6397009500.0235615
Russian Federation,RUS,2049,4423104728.148154,Europe,2045,0.6907569705299672,6403271942.018377
Russian Federation,RUS,2050,4427434788.436,Europe,2050,0.6898773160141096,6417713245.039424
Rwanda,RWA,2020,26854844.775,Africa,2020,0.76,35335322.07236842
Rwanda,RWA,2021,28897601.420131303,Africa,2020,0.76,38023159.76333066
Rwanda,RWA,2022,31095743.611006405,Africa,2020,0.76,40915452.11974527
Rwanda,RWA,2023,33461090.99725593,Africa,2020,0.76,44027751.31217885
Rwanda,RWA,2024,36006362.30903128,Africa,2020,0.76,47376792.51188326
Rwanda,RWA,2025,38745243.746999994,Africa,2025,0.75,51660324.99599999
Rwanda,RWA,2026,41196321.22281175,Africa,2025,0.75,54928428.297082335
Rwanda,RWA,2027,43802457.2351412,Africa,2025,0.75,58403276.3135216
Rwanda,RWA,2028,46573461.00054081,Africa,2025,0.75,62097948.000721075
Rwanda,RWA,2029,49519762.28011041,Africa,2025,0.75,66026349.70681388
Rwanda,RWA,2030,52652450.636,Africa,2030,0.7414956504672269,71008441.65818498
Rwanda,RWA,2031,55772944.14057754,Africa,2030,0.7414956504672269,75216819.0136169
Rwanda,RWA,2032,59078376.419979215,Africa,2030,0.7414956504672269,79674609.53109178
Rwanda,RWA,2033,62579708.03232934,Africa,2030,0.7414956504672269,84396594.89964235
Rwanda,RWA,2034,66288549.12280887,Africa,2030,0.7414956504672269,89398432.85802084
Rwanda,RWA,2035,70217197.92200002,Africa,2035,0.7361776186790023,95380783.30606928
Rwanda,RWA,2036,74202453.40250885,Africa,2035,0.7361776186790023,100794226.17554958
Rwanda,RWA,2037,78413896.50819989,Africa,2035,0.7361776186790023,106514915.04034834
Rwanda,RWA,2038,82864364.77032697,Africa,2035,0.7361776186790023,112560287.99003541
Rwanda,RWA,2039,87567424.3285661,Africa,2035,0.7361776186790023,118948772.83242753
Rwanda,RWA,2040,92537411.284,Africa,2040,0.7308401113976266,126617860.5153944
Rwanda,RWA,2041,97544591.64152624,Africa,2040,0.7308401113976266,133469126.99548775
Rwanda,RWA,2042,102822709.50189495,Africa,2040,0.7308401113976266,140691114.10054013
Rwanda,RWA,2043,108386425.23785196,Africa,2040,0.7308401113976266,148303881.447583
Rwanda,RWA,2044,114251192.49190728,Africa,2040,0.7308401113976266,156328574.07541344
Rwanda,RWA,2045,120433301.10000002,Africa,2045,0.7256345586793843,165969632.59189603
Rwanda,RWA,2046,126626384.03295058,Africa,2045,0.7256345586793843,174504345.91125837
Rwanda,RWA,2047,133137935.99285707,Africa,2045,0.7256345586793843,183477942.71976367
Rwanda,RWA,2048,139984333.7216795,Africa,2045,0.7256345586793843,192912991.87354505
Rwanda,RWA,2049,147182796.1081946,Africa,2045,0.7256345586793843,202833222.7947623
Rwanda,RWA,2050,154751427.49400002,Africa,2050,0.7205461095530795,214769638.53150907
Saudi Arabia,SAU,2020,1553012826.6069999,Other Asia,2020,0.69,2250743226.9666667
Saudi Arabia,SAU,2021,1632797922.6662138,Other Asia,2020,0.69,2366373800.9655275
Saudi Arabia,SAU,2022,1716681929.851027,Other Asia,2020,0.69,2487944825.8710537
Saudi Arabia,SAU,2023,1804875427.2450707,Other Asia,2020,0.69,2615761488.760972
Saudi Arabia,SAU,2024,1897599812.3052225,Other Asia,2020,0.69,2750144655.5148153
Saudi Arabia,SAU,2025,1995087856.649,Other Asia,2025,0.69,2891431676.302899
Saudi Arabia,SAU,2026,2037644242.1156209,Other Asia,2025,0.69,2953107597.269016
Saudi Arabia,SAU,2027,2081108380.0593817,Other Asia,2025,0.69,3016099101.535336
Saudi Arabia,SAU,2028,2125499633.369087,Other Asia,2025,0.69,3080434251.2595468
Saudi Arabia,SAU,2029,2170837777.9552326,Other Asia,2025,0.69,3146141707.1814966
Saudi Arabia,SAU,2030,2217143011.56,Other Asia,2030,0.6846531431450565,3238344895.891695
Saudi Arabia,SAU,2031,2274995185.7730365,Other Asia,2030,0.6846531431450565,3322843411.3695965
Saudi Arabia,SAU,2032,2334356903.5940967,Other Asia,2030,0.6846531431450565,3409546756.5822883
Saudi Arabia,SAU,2033,2395267553.722665,Other Asia,2030,0.6846531431450565,3498512462.412201
Saudi Arabia,SAU,2034,2457767552.6322064,Other Asia,2030,0.6846531431450565,3589799560.901866
Saudi Arabia,SAU,2035,2521898371.388,Other Asia,2035,0.6829701704241671,3692545415.009478
Saudi Arabia,SAU,2036,2586181630.7020206,Other Asia,2035,0.6829701704241671,3786668499.8787584
Saudi Arabia,SAU,2037,2652103472.075856,Other Asia,2035,0.6829701704241671,3883190784.787474
Saudi Arabia,SAU,2038,2719705663.0115814,Other Asia,2035,0.6829701704241671,3982173425.411061
Saudi Arabia,SAU,2039,2789031035.666056,Other Asia,2035,0.6829701704241671,4083679136.284816
Saudi Arabia,SAU,2040,2860123513.989,Other Asia,2040,0.6817642578819798,4195179610.7271376
Saudi Arabia,SAU,2041,2927344601.141794,Other Asia,2040,0.6817642578819798,4293778336.5706253
Saudi Arabia,SAU,2042,2996145576.20359,Other Asia,2040,0.6817642578819798,4394694414.623086
Saudi Arabia,SAU,2043,3066563571.061281,Other Asia,2040,0.6817642578819798,4497982309.292803
Saudi Arabia,SAU,2044,3138636590.3073606,Other Asia,2040,0.6817642578819798,4603697765.0575075
Saudi Arabia,SAU,2045,3212403531.751,Other Asia,2045,0.6809576965008283,4717478851.121396
Saudi Arabia,SAU,2046,3286519352.5202107,Other Asia,2045,0.6809576965008283,4826319416.622107
Saudi Arabia,SAU,2047,3362345156.1212807,Other Asia,2045,0.6809576965008283,4937671126.119933
Saudi Arabia,SAU,2048,3439920394.8770037,Other Asia,2045,0.6809576965008283,5051591916.140153
Saudi Arabia,SAU,2049,3519285431.3449135,Other Asia,2045,0.6809576965008283,5168141059.905963
Saudi Arabia,SAU,2050,3600481559.318,Other Asia,2050,0.6804366159462483,5291428290.217737
Sudan,SDN,2020,173747487.91000003,Africa,2020,0.76,228615115.67105266
Sudan,SDN,2021,178834657.54742697,Africa,2020,0.76,235308759.93082497
Sudan,SDN,2022,184070774.92062414,Africa,2020,0.76,242198388.05345282
Sudan,SDN,2023,189460201.08486828,Africa,2020,0.76,249289738.26956353
Sudan,SDN,2024,195007424.7831988,Africa,2020,0.76,256588716.8199984
Sudan,SDN,2025,200717066.18500003,Africa,2025,0.75,267622754.9133334
Sudan,SDN,2026,212352583.94011325,Africa,2025,0.75,283136778.5868177
Sudan,SDN,2027,224662609.72786555,Africa,2025,0.75,299550146.3038207
Sudan,SDN,2028,237686244.60896373,Africa,2025,0.75,316914992.81195164
Sudan,SDN,2029,251464856.32275155,Africa,2025,0.75,335286475.0970021
Sudan,SDN,2030,266042210.68600002,Africa,2030,0.7414956504672269,358791330.0885353
Sudan,SDN,2031,281903184.551507,Africa,2030,0.7414956504672269,380181845.13135827
Sudan,SDN,2032,298709762.09138435,Africa,2030,0.7414956504672269,402847625.47583807
Sudan,SDN,2033,316518318.5519797,Africa,2030,0.7414956504672269,426864700.2211504
Sudan,SDN,2034,335388590.17377305,Africa,2030,0.7414956504672269,452313631.1891243
Sudan,SDN,2035,355383874.568,Africa,2035,0.7361776186790023,482742025.2271471
Sudan,SDN,2036,376234878.89188266,Africa,2035,0.7361776186790023,511065358.88308966
Sudan,SDN,2037,398309248.74365556,Africa,2035,0.7361776186790023,541050472.9257892
Sudan,SDN,2038,421678761.15581006,Africa,2035,0.7361776186790023,572794866.9676629
Sudan,SDN,2039,446419404.44706017,Africa,2035,0.7361776186790023,606401761.0968878
Sudan,SDN,2040,472611625.306,Africa,2040,0.7308401113976266,646668974.4247866
Sudan,SDN,2041,499062293.78831965,Africa,2040,0.7308401113976266,682861115.5919381
Sudan,SDN,2042,526993327.5974733,Africa,2040,0.7308401113976266,721078823.3690052
Sudan,SDN,2043,556487578.3824599,Africa,2040,0.7308401113976266,761435462.700942
Sudan,SDN,2044,587632534.7529109,Africa,2040,0.7308401113976266,804050743.2318516
Sudan,SDN,2045,620520581.796,Africa,2045,0.7256345586793843,855141991.7558969
Sudan,SDN,2046,652960483.3594035,Africa,2045,0.7256345586793843,899847554.8735665
Sudan,SDN,2047,687096295.1702923,Africa,2045,0.7256345586793843,946890258.9490368
Sudan,SDN,2048,723016676.9171643,Africa,2045,0.7256345586793843,996392286.267368
Sudan,SDN,2049,760814923.2863764,Africa,2045,0.7256345586793843,1048482206.6234255
Sudan,SDN,2050,800589206.273,Africa,2050,0.7205461095530795,1111086710.0088396
Senegal,SEN,2020,54871720.41700001,Africa,2020,0.76,72199632.12763159
Senegal,SEN,2021,58569390.326969855,Africa,2020,0.76,77064987.27232875
Senegal,SEN,2022,62516237.09268963,Africa,2020,0.76,82258206.70090741
Senegal,SEN,2023,66729052.12792884,Africa,2020,0.76,87801384.37885374
Senegal,SEN,2024,71225758.37841862,Africa,2020,0.76,93718103.12949818
Senegal,SEN,2025,76025486.57300001,Africa,2025,0.75,101367315.43066669
Senegal,SEN,2026,80961906.6873869,Africa,2025,0.75,107949208.91651587
Senegal,SEN,2027,86218854.09655572,Africa,2025,0.75,114958472.12874097
Senegal,SEN,2028,91817140.99726439,Africa,2025,0.75,122422854.66301918
Senegal,SEN,2029,97778930.94554946,Africa,2025,0.75,130371907.92739928
Senegal,SEN,2030,104127826.60200003,Africa,2030,0.7414956504672269,140429450.309503
Senegal,SEN,2031,110491698.41569121,Africa,2030,0.7414956504672269,149011930.61087927
Senegal,SEN,2032,117244504.34798157,Africa,2030,0.7414956504672269,158118937.41265258
Senegal,SEN,2033,124410014.47989075,Africa,2030,0.7414956504672269,167782527.65407085
Senegal,SEN,2034,132013451.62369725,Africa,2030,0.7414956504672269,178036717.46491528
Senegal,SEN,2035,140081580.10799998,Africa,2035,0.7361776186790023,190282313.0637447
Senegal,SEN,2036,148136825.03638846,Africa,2035,0.7361776186790023,201224298.69873697
Senegal,SEN,2037,156655278.4095011,Africa,2035,0.7361776186790023,212795491.78716335
Senegal,SEN,2038,165663576.54506272,Africa,2035,0.7361776186790023,225032074.24633414
Senegal,SEN,2039,175189887.45442334,Africa,2035,0.7361776186790023,237972308.59691742
Senegal,SEN,2040,185263998.92100006,Africa,2040,0.7308401113976266,253494568.82807007
Senegal,SEN,2041,195257448.98069704,Africa,2040,0.7308401113976266,267168489.98243302
Senegal,SEN,2042,205789962.45626175,Africa,2040,0.7308401113976266,281580005.3211612
Senegal,SEN,2043,216890617.33023182,Africa,2040,0.7308401113976266,296768901.908599
Senegal,SEN,2044,228590060.1001722,Africa,2040,0.7308401113976266,312777112.9899077
Senegal,SEN,2045,240920590.38699996,Africa,2045,0.7256345586793843,332013666.5285932
Senegal,SEN,2046,253116600.94647565,Africa,2045,0.7256345586793843,348821039.34952354
Senegal,SEN,2047,265930004.4540921,Africa,2045,0.7256345586793843,366479243.95727557
Senegal,SEN,2048,279392054.90479755,Africa,2045,0.7256345586793843,385031351.6121338
Senegal,SEN,2049,293535588.44993365,Africa,2045,0.7256345586793843,404522613.9506814
Senegal,SEN,2050,308395103.49,Africa,2050,0.7205461095530795,428001899.3944507
Singapore,SGP,2020,535854048.541,Other Asia,2020,0.69,776600070.3492755
Singapore,SGP,2021,555704913.969472,Other Asia,2020,0.69,805369440.5354668
Singapore,SGP,2022,576291160.3460441,Other Asia,2020,0.69,835204580.2116581
Singapore,SGP,2023,597640030.0668111,Other Asia,2020,0.69,866144971.1113205
Singapore,SGP,2024,619779774.7301688,Other Asia,2020,0.69,898231557.5799549
Singapore,SGP,2025,642739692.523,Other Asia,2025,0.69,931506800.757971
Singapore,SGP,2026,653320449.6738206,Other Asia,2025,0.69,946841231.4113343
Singapore,SGP,2027,664075386.8592445,Other Asia,2025,0.69,962428096.8974558
Singapore,SGP,2028,675007371.4245878,Other Asia,2025,0.69,978271552.7892578
Singapore,SGP,2029,686119317.9172988,Other Asia,2025,0.69,994375823.068549
Singapore,SGP,2030,697414188.864,Other Asia,2030,0.6846531431450565,1018638701.7232165
Singapore,SGP,2031,703467415.8200834,Other Asia,2030,0.6846531431450565,1027480006.2825983
Singapore,SGP,2032,709573181.9374955,Other Asia,2030,0.6846531431450565,1036398049.2048353
Singapore,SGP,2033,715731943.2314323,Other Asia,2030,0.6846531431450565,1045393496.5428051
Singapore,SGP,2034,721944159.6750861,Other Asia,2030,0.6846531431450565,1054467020.130409
Singapore,SGP,2035,728210295.234,Other Asia,2035,0.6829701704241671,1066240264.6102917
Singapore,SGP,2036,729831385.8607293,Other Asia,2035,0.6829701704241671,1068613853.8194993
Singapore,SGP,2037,731456085.2455844,Other Asia,2035,0.6829701704241671,1070992726.9463387
Singapore,SGP,2038,733084401.4221287,Other Asia,2035,0.6829701704241671,1073376895.7534962
Singapore,SGP,2039,734716342.4418103,Other Asia,2035,0.6829701704241671,1075766372.0298436
Singapore,SGP,2040,736351916.3740001,Other Asia,2040,0.6817642578819798,1080068231.593141
Singapore,SGP,2041,735152274.5466565,Other Asia,2040,0.6817642578819798,1078308617.7479234
Singapore,SGP,2042,733954587.1387718,Other Asia,2040,0.6817642578819798,1076551870.6113024
Singapore,SGP,2043,732758850.966266,Other Asia,2040,0.6817642578819798,1074797985.5129247
Singapore,SGP,2044,731565062.8502465,Other Asia,2040,0.6817642578819798,1073046957.7900456
Singapore,SGP,2045,730373219.617,Other Asia,2045,0.6809576965008283,1072567684.2630585
Singapore,SGP,2046,727521430.5010698,Other Asia,2045,0.6809576965008283,1068379774.89573
Singapore,SGP,2047,724680776.3787884,Other Asia,2045,0.6809576965008283,1064208217.4893326
Singapore,SGP,2048,721851213.7728586,Other Asia,2045,0.6809576965008283,1060052948.1965854
Singapore,SGP,2049,719032699.3757427,Other Asia,2045,0.6809576965008283,1055913903.4195027
Singapore,SGP,2050,716225190.049,Other Asia,2050,0.6804366159462483,1052596484.762923
Solomon Islands,SLB,2020,1471916.199,Other Asia,2020,0.69,2133211.882608696
Solomon Islands,SLB,2021,1482634.6572084983,Other Asia,2020,0.69,2148745.8800123166
Solomon Islands,SLB,2022,1493431.1669707776,Other Asia,2020,0.69,2164392.9956098227
Solomon Islands,SLB,2023,1504306.2966563674,Other Asia,2020,0.69,2180154.05312517
Solomon Islands,SLB,2024,1515260.6187736501,Other Asia,2020,0.69,2196029.8822806524
Solomon Islands,SLB,2025,1526294.7100000002,Other Asia,2025,0.69,2212021.31884058
Solomon Islands,SLB,2026,1593894.527427739,Other Asia,2025,0.69,2309992.068735854
Solomon Islands,SLB,2027,1664488.3507223162,Other Asia,2025,0.69,2412301.957568574
Solomon Islands,SLB,2028,1738208.7848443915,Other Asia,2025,0.69,2519143.166441147
Solomon Islands,SLB,2029,1815194.3078478563,Other Asia,2025,0.69,2630716.388185299
Solomon Islands,SLB,2030,1895589.5310000002,Other Asia,2030,0.6846531431450565,2768685.939704193
Solomon Islands,SLB,2031,2003570.795845254,Other Asia,2030,0.6846531431450565,2926402.6841994068
Solomon Islands,SLB,2032,2117703.1568887597,Other Asia,2030,0.6846531431450565,3093103.680442879
Solomon Islands,SLB,2033,2238337.0081039025,Other Asia,2030,0.6846531431450565,3269300.711630077
Solomon Islands,SLB,2034,2365842.703473245,Other Asia,2030,0.6846531431450565,3455534.7144181547
Solomon Islands,SLB,2035,2500611.694,Other Asia,2035,0.6829701704241671,3661377.6154337227
Solomon Islands,SLB,2036,2663734.812146035,Other Asia,2035,0.6829701704241671,3900221.3090678463
Solomon Islands,SLB,2037,2837498.987333245,Other Asia,2035,0.6829701704241671,4154645.56171023
Solomon Islands,SLB,2038,3022598.3706803727,Other Asia,2035,0.6829701704241671,4425666.744424798
Solomon Islands,SLB,2039,3219772.3950647064,Other Asia,2035,0.6829701704241671,4714367.5294999005
Solomon Islands,SLB,2040,3429808.7290000007,Other Asia,2040,0.6817642578819798,5030784.012725019
Solomon Islands,SLB,2041,3669516.107649614,Other Asia,2040,0.6817642578819798,5382382.642131474
Solomon Islands,SLB,2042,3925976.498469624,Other Asia,2040,0.6817642578819798,5758554.299496953
Solomon Islands,SLB,2043,4200360.759939076,Other Asia,2040,0.6817642578819798,6161016.37975014
