,Country Name,iso3c,Population,year,Average household size (number of members),gdp_ppp,GDP,average_household_size,num_households,gdp_per_capita,avg_m2_capita,residential_building_stock_m2,total_building_stock_m2,,
2113,Honduras,HND,10759406,2024,3.87,62.05790409,62057904089,3.87,2780208.269,5767.781613,5.767781613,62057904.09,124115808.2,,
2114,Honduras,HND,10923967,2025,3.87,65.3418855,65341885495,3.87,2822730.491,5981.516192,5.981516192,65341885.5,130683771,,
2115,Honduras,HND,11087423,2026,3.87,68.10134338,68101343379,3.87,2864967.183,6142.215678,6.142215678,68101343.38,136202686.8,,
2116,Honduras,HND,11249392,2027,3.87,70.97733613,70977336128,3.87,2906819.638,6309.437535,6.309437535,70977336.13,141954672.3,,
2117,Honduras,HND,11409647,2028,3.87,73.97478513,73974785134,3.87,2948229.199,6483.529695,6.483529695,73974785.13,147949570.3,,
2118,Honduras,HND,11568061,2029,3.87,77.09881963,77098819626,3.87,2989163.049,6664.800577,6.664800577,77098819.63,154197639.3,,
2119,Honduras,HND,11724522,2030,3.87,80.35478544,80354785444,3.87,3029592.248,6853.566008,6.853566008,80354785.44,160709570.9,,
2120,Honduras,HND,11878542,2031,3.87,84.06012151,84060121506,3.87,3069390.698,7076.6363,7.0766363,84060121.51,168120243,,
2121,Honduras,HND,12029728,2032,3.87,87.93631877,87936318772,3.87,3108456.848,7309.917462,7.309917462,87936318.77,175872637.5,,
2122,Honduras,HND,12178241,2033,3.87,91.99125603,91991256027,3.87,3146832.3,7553.739167,7.553739167,91991256.03,183982512.1,,
2123,Honduras,HND,12323556,2034,3.87,96.23317537,96233175365,3.87,3184381.395,7808.880437,7.808880437,96233175.37,192466350.7,,
2124,Honduras,HND,12465996,2035,3.87,100.6706989,1.00671E+11,3.87,3221187.597,8075.624198,8.075624198,100670698.9,201341397.9,,
2125,Honduras,HND,12605632,2036,3.87,105.5233922,1.05523E+11,3.87,3257269.251,8371.130631,8.371130631,105523392.2,211046784.3,,
2126,Honduras,HND,12742317,2037,3.87,110.6100028,1.1061E+11,3.87,3292588.372,8680.525119,8.680525119,110610002.8,221220005.6,,
2127,Honduras,HND,12876433,2038,3.87,115.9418065,1.15942E+11,3.87,3327243.669,9004.186683,9.004186683,115941806.5,231883613.1,,
2128,Honduras,HND,13007530,2039,3.87,121.5306226,1.21531E+11,3.87,3361118.863,9343.09762,9.34309762,121530622.6,243061245.2,,
2129,Honduras,HND,13135763,2040,3.87,127.3888398,1.27389E+11,3.87,3394254.005,9697.863752,9.697863752,127388839.8,254777679.7,,
2130,Honduras,HND,13261233,2041,3.87,133.5639579,1.33564E+11,3.87,3426675.194,10071.76014,10.07176014,133563957.9,267127915.9,,
2131,Honduras,HND,13383793,2042,3.87,140.0384122,1.40038E+11,3.87,3458344.444,10463.28288,10.46328288,140038412.2,280076824.3,,
2132,Honduras,HND,13503682,2043,3.87,146.8267127,1.46827E+11,3.87,3489323.514,10873.08726,10.87308726,146826712.7,293653425.4,,
2133,Honduras,HND,13620656,2044,3.87,153.9440731,1.53944E+11,3.87,3519549.354,11302.25102,11.30225102,153944073.1,307888146.3,,
2134,Honduras,HND,13734814,2045,3.87,161.4064445,1.61406E+11,3.87,3549047.545,11751.62944,11.75162944,161406444.5,322812889,,
2135,Honduras,HND,13845900,2046,3.87,169.0802728,1.6908E+11,3.87,3577751.938,12211.57691,12.21157691,169080272.8,338160545.6,,
2136,Honduras,HND,13953405,2047,3.87,177.1189418,1.77119E+11,3.87,3605531.008,12693.60001,12.69360001,177118941.8,354237883.6,,
2137,Honduras,HND,14058003,2048,3.87,185.5397973,1.8554E+11,3.87,3632558.915,13198.16174,13.19816174,185539797.3,371079594.6,,
2138,Honduras,HND,14159746,2049,3.87,194.3610098,1.94361E+11,3.87,3658849.096,13726.30624,13.72630624,194361009.8,388722019.7,,
2139,Honduras,HND,14258514,2050,3.87,203.6016137,2.03602E+11,3.87,3684370.543,14279.30103,14.27930103,203601613.7,407203227.4,,
2140,Hungary,HUN,8147784,2050,2.36,472.3386313,4.72339E+11,2.36,3452450.847,57971.42282,57.97142282,472338631.3,944677262.7,,
2141,Hungary,HUN,8188434,2049,2.36,468.5274025,4.68527E+11,2.36,3469675.424,57218.19367,57.21819367,468527402.5,937054805,,
2142,Hungary,HUN,8227434,2048,2.36,464.7469258,4.64747E+11,2.36,3486200.847,56487.46934,56.48746934,464746925.8,929493851.7,,
2143,Hungary,HUN,8266287,2047,2.36,460.9969533,4.60997E+11,2.36,3502663.983,55768.32177,55.76832177,460996953.3,921993906.6,,
2144,Hungary,HUN,8305295,2046,2.36,457.2772387,4.57277E+11,2.36,3519192.797,55058.51853,55.05851853,457277238.7,914554477.4,,
2145,Hungary,HUN,8345084,2045,2.36,453.5875379,4.53588E+11,2.36,3536052.542,54353.86126,54.35386126,453587537.9,907175075.8,,
2146,Hungary,HUN,8385188,2044,2.36,449.6760345,4.49676E+11,2.36,3553045.763,53627.42428,53.62742428,449676034.5,899352069.1,,
2147,Hungary,HUN,8426351,2043,2.36,445.7982619,4.45798E+11,2.36,3570487.712,52905.25661,52.90525661,445798261.9,891596523.9,,
2148,Hungary,HUN,8468389,2042,2.36,441.9539292,4.41954E+11,2.36,3588300.424,52188.66649,52.18866649,441953929.2,883907858.5,,
2149,Hungary,HUN,8511675,2041,2.36,438.1427481,4.38143E+11,2.36,3606641.949,51475.50254,51.47550254,438142748.1,876285496.1,,
2150,Hungary,HUN,8555914,2040,2.36,434.3644325,4.34364E+11,2.36,3625387.288,50767.74177,50.76774177,434364432.5,868728865.1,,
2151,Hungary,HUN,8601470,2039,2.36,429.7970137,4.29797E+11,2.36,3644690.678,49967.85592,49.96785592,429797013.7,859594027.3,,
2152,Hungary,HUN,8648082,2038,2.36,425.277622,4.25278E+11,2.36,3664441.525,49175.94699,49.17594699,425277622,850555244,,
2153,Hungary,HUN,8695415,2037,2.36,420.8057525,4.20806E+11,2.36,3684497.881,48393.98149,48.39398149,420805752.5,841611505.1,,
2154,Hungary,HUN,8743201,2036,2.36,416.3809056,4.16381E+11,2.36,3704746.186,47623.39395,47.62339395,416380905.6,832761811.2,,
2155,Hungary,HUN,8790600,2035,2.36,412.0025867,4.12003E+11,2.36,3724830.508,46868.53988,46.86853988,412002586.7,824005173.4,,
2156,Hungary,HUN,8837166,2034,2.36,406.1400126,4.0614E+11,2.36,3744561.864,45958.17399,45.95817399,406140012.6,812280025.2,,
2157,Hungary,HUN,8882685,2033,2.36,400.3608598,4.00361E+11,2.36,3763849.576,45072.0542,45.0720542,400360859.8,800721719.5,,
2158,Hungary,HUN,8926663,2032,2.36,394.6639411,3.94664E+11,2.36,3782484.322,44211.81142,44.21181142,394663941.1,789327882.3,,
2159,Hungary,HUN,8969231,2031,2.36,389.0480866,3.89048E+11,2.36,3800521.61,43375.8576,43.3758576,389048086.6,778096173.2,,
2160,Hungary,HUN,9010366,2030,2.36,383.5121426,3.83512E+11,2.36,3817951.695,42563.43667,42.56343667,383512142.6,767024285.3,,
2161,Hungary,HUN,9050332,2029,2.36,377.1310983,3.77131E+11,2.36,3834886.441,41670.41588,41.67041588,377131098.3,754262196.6,,
2162,Hungary,HUN,9089004,2028,2.36,370.8562246,3.70856E+11,2.36,3851272.881,40802.73533,40.80273533,370856224.6,741712449.2,,
2163,Hungary,HUN,9126532,2027,2.36,364.685755,3.64686E+11,2.36,3867174.576,39958.85349,39.95885349,364685755,729371510,,
2164,Hungary,HUN,9172619,2026,2.36,358.6179524,3.58618E+11,2.36,3886702.966,39096.57127,39.09657127,358617952.4,717235904.9,,
2165,Hungary,HUN,9236546,2025,2.36,352.6511086,3.52651E+11,2.36,3913790.678,38179.97644,38.17997644,352651108.6,705302217.3,,
2166,Hungary,HUN,9348326,2024,2.36,342.567502,3.42568E+11,2.36,3961155.085,36644.79629,36.64479629,342567502,685135003.9,,
2167,Hungary,HUN,9497333,2023,2.36,332.7722231,3.32772E+11,2.36,4024293.644,35038.49166,35.03849166,332772223.1,665544446.2,,
2168,Hungary,HUN,9683505,2022,2.36,323.2570277,3.23257E+11,2.36,4103180.085,33382.23378,33.38223378,323257027.7,646514055.4,,
2169,Hungary,HUN,9709891,2021,2.36,314.0139071,3.14014E+11,2.36,4114360.593,32339.59136,32.33959136,314013907.1,628027814.2,,
2170,Hungary,HUN,9750149,2020,2.36,305.0350817,3.05035E+11,2.36,4131419.068,31285.17131,31.28517131,305035081.7,610070163.4,,
2171,Iceland,ISL,366463,2020,2.5,19.01046556,19010465564,2.5,146585.2,51875.53877,51.87553877,19010465.56,38020931.13,,
2172,Iceland,ISL,372520,2021,2.5,19.69608931,19696089313,2.5,149008,52872.56875,52.87256875,19696089.31,39392178.63,,
2173,Iceland,ISL,381900,2022,2.5,20.40644049,20406440489,2.5,152760,53433.98924,53.43398924,20406440.49,40812880.98,,
2174,Iceland,ISL,384303,2023,2.5,21.1424109,21142410904,2.5,153721.2,55014.95149,55.01495149,21142410.9,42284821.81,,
2175,Iceland,ISL,386652,2024,2.5,21.90492453,21904924529,2.5,154660.8,56652.81579,56.65281579,21904924.53,43809849.06,,
2176,Iceland,ISL,388931,2025,2.5,22.69493866,22694938662,2.5,155572.4,58352.095,58.352095,22694938.66,45389877.32,,
2177,Iceland,ISL,391127,2026,2.5,23.20635306,23206353061,2.5,156450.8,59332.01508,59.33201508,23206353.06,46412706.12,,
2178,Iceland,ISL,393223,2027,2.5,23.72929182,23729291822,2.5,157289.2,60345.63549,60.34563549,23729291.82,47458583.64,,
2179,Iceland,ISL,395215,2028,2.5,24.26401464,24264014639,2.5,158086,61394.46792,61.39446792,24264014.64,48528029.28,,
2180,Iceland,ISL,397097,2029,2.5,24.81078706,24810787056,2.5,158838.8,62480.41928,62.48041928,24810787.06,49621574.11,,
2181,Iceland,ISL,398852,2030,2.5,25.3698806,25369880603,2.5,159540.8,63607.25433,63.60725433,25369880.6,50739761.21,,
2182,Iceland,ISL,400511,2031,2.5,25.8155613,25815561297,2.5,160204.4,64456.55999,64.45655999,25815561.3,51631122.59,,
2183,Iceland,ISL,402068,2032,2.5,26.2690714,26269071403,2.5,160827.2,65334.89709,65.33489709,26269071.4,52538142.81,,
2184,Iceland,ISL,403511,2033,2.5,26.73054847,26730548465,2.5,161404.4,66244.9065,66.2449065,26730548.47,53461096.93,,
2185,Iceland,ISL,404871,2034,2.5,27.20013244,27200132440,2.5,161948.4,67182.21962,67.18221962,27200132.44,54400264.88,,
2186,Iceland,ISL,406124,2035,2.5,27.67796575,27677965745,2.5,162449.6,68151.51467,68.15151467,27677965.75,55355931.49,,
2187,Iceland,ISL,407292,2036,2.5,28.09995975,28099959745,2.5,162916.8,68992.17207,68.99217207,28099959.75,56199919.49,,
2188,Iceland,ISL,408375,2037,2.5,28.52838771,28528387706,2.5,163350,69858.31088,69.85831088,28528387.71,57056775.41,,
2189,Iceland,ISL,409356,2038,2.5,28.96334772,28963347722,2.5,163742.4,70753.4462,70.7534462,28963347.72,57926695.44,,
2190,Iceland,ISL,410253,2039,2.5,29.40493939,29404939387,2.5,164101.2,71675.13556,71.67513556,29404939.39,58809878.77,,
2191,Iceland,ISL,411072,2040,2.5,29.85326381,29853263809,2.5,164428.8,72622.9561,72.6229561,29853263.81,59706527.62,,
2192,Iceland,ISL,411817,2041,2.5,30.24635916,30246359157,2.5,164726.8,73446.11601,73.44611601,30246359.16,60492718.31,,
2193,Iceland,ISL,412499,2042,2.5,30.64463062,30644630621,2.5,164999.6,74290.19372,74.29019372,30644630.62,61289261.24,,
2194,Iceland,ISL,413108,2043,2.5,31.04814636,31048146358,2.5,165243.2,75157.45606,75.15745606,31048146.36,62096292.72,,
2195,Iceland,ISL,413649,2044,2.5,31.45697542,31456975422,2.5,165459.6,76047.50748,76.04750748,31456975.42,62913950.84,,
2196,Iceland,ISL,414125,2045,2.5,31.87118778,31871187777,2.5,165650,76960.30855,76.96030855,31871187.78,63742375.55,,
2197,Iceland,ISL,414534,2046,2.5,32.24367926,32243679259,2.5,165813.6,77782.9545,77.7829545,32243679.26,64487358.52,,
2198,Iceland,ISL,414880,2047,2.5,32.6205242,32620524201,2.5,165952,78626.40812,78.62640812,32620524.2,65241048.4,,
2199,Iceland,ISL,415205,2048,2.5,33.00177348,33001773481,2.5,166082,79483.08301,79.48308301,33001773.48,66003546.96,,
2200,Iceland,ISL,415460,2049,2.5,33.38747858,33387478577,2.5,166184,80362.6789,80.3626789,33387478.58,66774957.15,,
2201,Iceland,ISL,415648,2050,2.5,33.77769156,33777691564,2.5,166259.2,81265.13676,81.26513676,33777691.56,67555383.13,,
2202,India,IND,1396387127,2020,4.38,8377.037238,8.37704E+12,4.38,318809846.3,5999.079393,5.999079393,8377037238,16754074477,,
2203,India,IND,1407563842,2021,4.38,8946.934825,8.94693E+12,4.38,321361607.8,6356.326127,6.356326127,8946934825,17893869649,,
2204,India,IND,1417173173,2022,4.38,9555.60307,9.5556E+12,4.38,323555518.9,6742.720828,6.742720828,9555603070,19111206141,,
2205,India,IND,1428627663,2023,4.38,10205.67958,1.02057E+13,4.38,326170699.3,7143.694501,7.143694501,10205679579,20411359159,,
2206,India,IND,1441719852,2024,4.38,10899.98139,1.09E+13,4.38,329159783.6,7560.401821,7.560401821,10899981394,21799962789,,
2207,India,IND,1454606724,2025,4.38,11641.5172,1.16415E+13,4.38,332101991.8,8003.20596,8.00320596,11641517203,23283034407,,
2208,India,IND,1467231210,2026,4.38,12265.62178,1.22656E+13,4.38,334984294.5,8359.706158,8.359706158,12265621781,24531243562,,
2209,India,IND,1479578522,2027,4.38,12923.18476,1.29232E+13,4.38,337803315.5,8734.368987,8.734368987,12923184757,25846369514,,
2210,India,IND,1491671049,2028,4.38,13615.99984,1.3616E+13,4.38,340564166.4,9128.017772,9.128017772,13615999845,27231999689,,
2211,India,IND,1503470597,2029,4.38,14345.95692,1.4346E+13,4.38,343258127.2,9541.8939,9.5418939,14345956918,28691913836,,
2212,India,IND,1514994080,2030,4.38,15115.04717,1.5115E+13,4.38,345889059.4,9976.96781,9.97696781,15115047168,30230094337,,
2213,India,IND,1526208890,2031,4.38,15741.76767,1.57418E+13,4.38,348449518.3,10314.29431,10.31429431,15741767671,31483535341,,
2214,India,IND,1537108035,2032,4.38,16394.4741,1.63945E+13,4.38,350937907.5,10665.79169,10.66579169,16394474105,32788948210,,
2215,India,IND,1547689835,2033,4.38,17074.24394,1.70742E+13,4.38,353353843.6,11032.08379,11.03208379,17074243935,34148487870,,
2216,India,IND,1557919806,2034,4.38,17782.1993,1.77822E+13,4.38,355689453.4,11414.06588,11.41406588,17782199300,35564398600,,
2217,India,IND,1567802259,2035,4.38,18519.50887,1.85195E+13,4.38,357945721.2,11812.40093,11.81240093,18519508867,37039017733,,
2218,India,IND,1577302813,2036,4.38,19247.47504,1.92475E+13,4.38,360114797.5,12202.77735,12.20277735,19247475044,38494950088,,
2219,India,IND,1586438621,2037,4.38,20004.05617,2.00041E+13,4.38,362200598.4,12609.41073,12.60941073,20004056168,40008112336,,
2220,India,IND,1595245783,2038,4.38,20790.37704,2.07904E+13,4.38,364211366,13032.71086,13.03271086,20790377037,41580754073,,
2221,India,IND,1603664860,2039,4.38,21607.60666,2.16076E+13,4.38,366133529.7,13473.89171,13.47389171,21607606662,43215213324,,
2222,India,IND,1611676333,2040,4.38,22456.96001,2.2457E+13,4.38,367962633.1,13933.91437,13.93391437,22456960008,44913920017,,
2223,India,IND,1619318360,2041,4.38,23288.78842,2.32888E+13,4.38,369707388.1,14381.8467,14.3818467,23288788420,46577576839,,
2224,India,IND,1626585377,2042,4.38,24151.42859,2.41514E+13,4.38,371366524.4,14847.93171,14.84793171,24151428593,48302857185,,
2225,India,IND,1633430529,2043,4.38,25046.02183,2.5046E+13,4.38,372929344.5,15333.38663,15.33338663,25046021827,50092043653,,
2226,India,IND,1639837771,2044,4.38,25973.75169,2.59738E+13,4.38,374392185.2,15839.22029,15.83922029,25973751695,51947503389,,
2227,India,IND,1645863187,2045,4.38,26935.84561,2.69358E+13,4.38,375767850.9,16365.78655,16.36578655,26935845611,53871691222,,
2228,India,IND,1651513758,2046,4.38,27874.44553,2.78744E+13,4.38,377057935.6,16878.11887,16.87811887,27874445531,55748891061,,
2229,India,IND,1656777045,2047,4.38,28845.75167,2.88458E+13,4.38,378259599.3,17410.76252,17.41076252,28845751675,57691503349,,
2230,India,IND,1661705662,2048,4.38,29850.90372,2.98509E+13,4.38,379384854.3,17964.01396,17.96401396,29850903716,59701807432,,
2231,India,IND,1666284995,2049,4.38,30891.08104,3.08911E+13,4.38,380430364.2,18538.89409,18.53889409,30891081041,61782162082,,
2232,India,IND,1670490596,2050,4.38,31967.50413,3.19675E+13,4.38,381390547,19136.59628,19.13659628,31967504132,63935008264,,
2233,Indonesia,IDN,271857970,2020,3.86,3118.39917,3.1184E+12,3.86,70429525.91,11470.69247,11.47069247,3118399170,6236798341,,
2234,Indonesia,IDN,273753191,2021,3.86,3263.977055,3.26398E+12,3.86,70920515.8,11923.06487,11.92306487,3263977055,6527954109,,
2235,Indonesia,IDN,275501339,2022,3.86,3416.351028,3.41635E+12,3.86,71373403.89,12400.48793,12.40048793,3416351028,6832702056,,
2236,Indonesia,IDN,277534122,2023,3.86,3575.838357,3.57584E+12,3.86,71900031.61,12884.31971,12.88431971,3575838357,7151676714,,
2237,Indonesia,IDN,279798049,2024,3.86,3742.771118,3.74277E+12,3.86,72486541.19,13376.68769,13.37668769,3742771118,7485542235,,
2238,Indonesia,IDN,282004306,2025,3.86,3917.496889,3.9175E+12,3.86,73058110.36,13891.62082,13.89162082,3917496889,7834993777,,
2239,Indonesia,IDN,284151182,2026,3.86,4061.637106,4.06164E+12,3.86,73614295.85,14293.93,14.29393,4061637106,8123274212,,
2240,Indonesia,IDN,286233232,2027,3.86,4211.080812,4.21108E+12,3.86,74153687.05,14712.06115,14.71206115,4211080812,8422161624,,
2241,Indonesia,IDN,288260632,2028,3.86,4366.023144,4.36602E+12,3.86,74678920.21,15146.09579,15.14609579,4366023144,8732046288,,
2242,Indonesia,IDN,290233414,2029,3.86,4526.666417,4.52667E+12,3.86,75190003.63,15596.64118,15.59664118,4526666417,9053332835,,
2243,Indonesia,IDN,292150100,2030,3.86,4693.220393,4.69322E+12,3.86,75686554.4,16064.41481,16.06441481,4693220393,9386440786,,
2244,Indonesia,IDN,294013829,2031,3.86,4853.208503,4.85321E+12,3.86,76169385.75,16506.73548,16.50673548,4853208503,9706417006,,
2245,Indonesia,IDN,295817463,2032,3.86,5018.650479,5.01865E+12,3.86,76636648.45,16965.36245,16.96536245,5018650479,10037300959,,
2246,Indonesia,IDN,297563755,2033,3.86,5189.732239,5.18973E+12,3.86,77089055.7,17440.74052,17.44074052,5189732239,10379464479,,
2247,Indonesia,IDN,299251173,2034,3.86,5366.646039,5.36665E+12,3.86,77526210.62,17933.58397,17.93358397,5366646039,10733292079,,
2248,Indonesia,IDN,300882677,2035,3.86,5549.590688,5.54959E+12,3.86,77948880.05,18444.36756,18.44436756,5549590688,11099181377,,
2249,Indonesia,IDN,302465687,2036,3.86,5727.85528,5.72786E+12,3.86,78358986.27,18937.20685,18.93720685,5727855280,11455710559,,
2250,Indonesia,IDN,303988726,2037,3.86,5911.846107,5.91185E+12,3.86,78753555.96,19447.58342,19.44758342,5911846107,11823692213,,
2251,Indonesia,IDN,305448276,2038,3.86,6101.747108,6.10175E+12,3.86,79131677.72,19976.36781,19.97636781,6101747108,12203494216,,
2252,Indonesia,IDN,306842611,2039,3.86,6297.748132,6.29775E+12,3.86,79492904.4,20524.35974,20.52435974,6297748132,12595496263,,
2253,Indonesia,IDN,308164809,2040,3.86,6500.045122,6.50005E+12,3.86,79835442.75,21092.75599,21.09275599,6500045122,13000090245,,
2254,Indonesia,IDN,309414550,2041,3.86,6686.98658,6.68699E+12,3.86,80159209.84,21611.73927,21.61173927,6686986580,13373973160,,
2255,Indonesia,IDN,310593657,2042,3.86,6879.304479,6.8793E+12,3.86,80464677.98,22148.88915,22.14888915,6879304479,13758608957,,
2256,Indonesia,IDN,311703932,2043,3.86,7077.153445,7.07715E+12,3.86,80752313.99,22704.72945,22.70472945,7077153445,14154306889,,
2257,Indonesia,IDN,312729314,2044,3.86,7280.692552,7.28069E+12,3.86,81017956.99,23281.13236,23.28113236,7280692552,14561385104,,
2258,Indonesia,IDN,313666981,2045,3.86,7490.085449,7.49009E+12,3.86,81260875.91,23879.10077,23.87910077,7490085449,14980170898,,
2259,Indonesia,IDN,314535140,2046,3.86,7678.041282,7.67804E+12,3.86,81485787.56,24410.75831,24.41075831,7678041282,15356082565,,
2260,Indonesia,IDN,315329358,2047,3.86,7870.71367,7.87071E+12,3.86,81691543.52,24960.2946,24.9602946,7870713670,15741427341,,
2261,Indonesia,IDN,316037840,2048,3.86,8068.22097,8.06822E+12,3.86,81875088.08,25529.28779,25.52928779,8068220970,16136441940,,
2262,Indonesia,IDN,316669001,2049,3.86,8270.684508,8.27068E+12,3.86,82038601.3,26117.75855,26.11775855,8270684508,16541369015,,
2263,Indonesia,IDN,317225213,2050,3.86,8478.228655,8.47823E+12,3.86,82182697.67,26726.21314,26.72621314,8478228655,16956457311,,
2264,"Iran, Islamic Rep.",IRN,87290193,2020,3.2,1255.478319,1.25548E+12,3.2,27278185.31,14382.81066,14.38281066,1255478319,2510956638,,
2265,"Iran, Islamic Rep.",IRN,87923432,2021,3.2,1291.958767,1.29196E+12,3.2,27476072.5,14694.13485,14.69413485,1291958767,2583917533,,
2266,"Iran, Islamic Rep.",IRN,88550570,2022,3.2,1329.499227,1.3295E+12,3.2,27672053.13,15014.01095,15.01401095,1329499227,2658998454,,
2267,"Iran, Islamic Rep.",IRN,89172767,2023,3.2,1368.130501,1.36813E+12,3.2,27866489.69,15342.46999,15.34246999,1368130501,2736261003,,
2268,"Iran, Islamic Rep.",IRN,89809781,2024,3.2,1407.884285,1.40788E+12,3.2,28065556.56,15676.29126,15.67629126,1407884285,2815768570,,
2269,"Iran, Islamic Rep.",IRN,90410659,2025,3.2,1448.793195,1.44879E+12,3.2,28253330.94,16024.58395,16.02458395,1448793195,2897586389,,
2270,"Iran, Islamic Rep.",IRN,90976221,2026,3.2,1488.65245,1.48865E+12,3.2,28430069.06,16363.09394,16.36309394,1488652450,2977304901,,
2271,"Iran, Islamic Rep.",IRN,91506852,2027,3.2,1529.608316,1.52961E+12,3.2,28595891.25,16715.77901,16.71577901,1529608316,3059216631,,
2272,"Iran, Islamic Rep.",IRN,92005102,2028,3.2,1571.69096,1.57169E+12,3.2,28751594.38,17082.65005,17.08265005,1571690960,3143381920,,
2273,"Iran, Islamic Rep.",IRN,92475363,2029,3.2,1614.931384,1.61493E+12,3.2,28898550.94,17463.36896,17.46336896,1614931384,3229862768,,
2274,"Iran, Islamic Rep.",IRN,92921017,2030,3.2,1659.36144,1.65936E+12,3.2,29037817.81,17857.76236,17.85776236,1659361440,3318722880,,
2275,"Iran, Islamic Rep.",IRN,93343543,2031,3.2,1705.70925,1.70571E+12,3.2,29169857.19,18273.45733,18.27345733,1705709250,3411418500,,
2276,"Iran, Islamic Rep.",IRN,93745796,2032,3.2,1753.351606,1.75335E+12,3.2,29295561.25,18703.25583,18.70325583,1753351606,3506703211,,
2277,"Iran, Islamic Rep.",IRN,94130484,2033,3.2,1802.324665,1.80232E+12,3.2,29415776.25,19147.08805,19.14708805,1802324665,3604649330,,
2278,"Iran, Islamic Rep.",IRN,94501761,2034,3.2,1852.665597,1.85267E+12,3.2,29531800.31,19604.56162,19.60456162,1852665597,3705331193,,
2279,"Iran, Islamic Rep.",IRN,94861188,2035,3.2,1904.412606,1.90441E+12,3.2,29644121.25,20075.7828,20.0757828,1904412606,3808825212,,
2280,"Iran, Islamic Rep.",IRN,95209476,2036,3.2,1952.728272,1.95273E+12,3.2,29752961.25,20509.8101,20.5098101,1952728272,3905456545,,
2281,"Iran, Islamic Rep.",IRN,95548456,2037,3.2,2002.269725,2.00227E+12,3.2,29858892.5,20955.54245,20.95554245,2002269725,4004539451,,
2282,"Iran, Islamic Rep.",IRN,95879769,2038,3.2,2053.068064,2.05307E+12,3.2,29962427.81,21412.94337,21.41294337,2053068064,4106136127,,
2283,"Iran, Islamic Rep.",IRN,96203069,2039,3.2,2105.155175,2.10516E+12,3.2,30063459.06,21882.41183,21.88241183,2105155175,4210310350,,
2284,"Iran, Islamic Rep.",IRN,96518596,2040,3.2,2158.563756,2.15856E+12,3.2,30162061.25,22364.22664,22.36422664,2158563756,4317127512,,
2285,"Iran, Islamic Rep.",IRN,96826532,2041,3.2,2209.557355,2.20956E+12,3.2,30258291.25,22819.75105,22.81975105,2209557355,4419114710,,
2286,"Iran, Islamic Rep.",IRN,97127583,2042,3.2,2261.75562,2.26176E+12,3.2,30352369.69,23286.43986,23.28643986,2261755620,4523511240,,
2287,"Iran, Islamic Rep.",IRN,97421494,2043,3.2,2315.187009,2.31519E+12,3.2,30444216.88,23764.64283,23.76464283,2315187009,4630374018,,
2288,"Iran, Islamic Rep.",IRN,97706793,2044,3.2,2369.880653,2.36988E+12,3.2,30533372.81,24255.02445,24.25502445,2369880653,4739761307,,
2289,"Iran, Islamic Rep.",IRN,97981000,2045,3.2,2425.866373,2.42587E+12,3.2,30619062.5,24758.53862,24.75853862,2425866373,4851732745,,
2290,"Iran, Islamic Rep.",IRN,98240506,2046,3.2,2479.188367,2.47919E+12,3.2,30700158.13,25235.90796,25.23590796,2479188367,4958376735,,
2291,"Iran, Islamic Rep.",IRN,98479032,2047,3.2,2533.682411,2.53368E+12,3.2,30774697.5,25728.1409,25.7281409,2533682411,5067364823,,
2292,"Iran, Islamic Rep.",IRN,98688811,2048,3.2,2589.374267,2.58937E+12,3.2,30840253.44,26237.76942,26.23776942,2589374267,5178748534,,
2293,"Iran, Islamic Rep.",IRN,98865529,2049,3.2,2646.290263,2.64629E+12,3.2,30895477.81,26766.56151,26.76656151,2646290263,5292580526,,
2294,"Iran, Islamic Rep.",IRN,99007204,2050,3.2,2704.457307,2.70446E+12,3.2,30939751.25,27315.76287,27.31576287,2704457307,5408914614,,
2295,Iraq,IRQ,42556984,2020,6.35,374.0668785,3.74067E+11,6.35,6701887.244,8789.788263,8.789788263,374066878.5,748133757,,
2296,Iraq,IRQ,43533592,2021,6.35,393.0548861,3.93055E+11,6.35,6855683.78,9028.772221,9.028772221,393054886.1,786109772.3,,
2297,Iraq,IRQ,44496122,2022,6.35,413.006744,4.13007E+11,6.35,7007263.307,9281.859305,9.281859305,413006744,826013488,,
2298,Iraq,IRQ,45504560,2023,6.35,433.9713781,4.33971E+11,6.35,7166072.441,9536.876702,9.536876702,433971378.1,867942756.2,,
2299,Iraq,IRQ,46523657,2024,6.35,456.0001979,4.56E+11,6.35,7326560.157,9801.469345,9.801469345,456000197.9,912000395.8,,
2300,Iraq,IRQ,47549546,2025,6.35,479.1472225,4.79147E+11,6.35,7488117.48,10076.7991,10.0767991,479147222.5,958294445.1,,
2301,Iraq,IRQ,48583520,2026,6.35,491.5835474,4.91584E+11,6.35,7650948.031,10118.31887,10.11831887,491583547.4,983167094.8,,
2302,Iraq,IRQ,49623459,2027,6.35,504.3426586,5.04343E+11,6.35,7814717.953,10163.39185,10.16339185,504342658.6,1008685317,,
2303,Iraq,IRQ,50671593,2028,6.35,517.4329341,5.17433E+11,6.35,7979778.425,10211.49925,10.21149925,517432934.1,1034865868,,
2304,Iraq,IRQ,51730760,2029,6.35,530.8629693,5.30863E+11,6.35,8146576.378,10262.03692,10.26203692,530862969.3,1061725939,,
2305,Iraq,IRQ,52800825,2030,6.35,544.6415827,5.44642E+11,6.35,8315090.551,10315.02032,10.31502032,544641582.7,1089283165,,
